2331 408 341
284 249 -1 0
287 248 -1 0
286 248 -1 0
285 248 -1 0
284 248 -1 0
283 248 -1 0
282 248 -1 0
281 248 -1 0
288 247 -1 0
287 247 -1 0
286 247 -1 0
285 247 -1 0
284 247 -1 0
283 247 -1 0
282 247 -1 0
281 247 -1 0
280 247 -1 0
288 246 -1 0
287 246 -1 0
286 246 -1 0
285 246 -1 0
284 246 -1 0
283 246 -1 0
282 246 -1 0
281 246 -1 0
280 246 -1 0
288 245 -1 0
287 245 -1 0
286 245 -1 0
285 245 -1 0
284 245 -1 0
283 245 -1 0
282 245 -1 0
281 245 -1 0
280 245 -1 0
289 244 -1 0
288 244 -1 0
287 244 -1 0
286 244 -1 0
285 244 -1 0
284 244 -1 0
283 244 -1 0
282 244 -1 0
281 244 -1 0
280 244 -1 0
279 244 -1 0
288 243 -1 0
287 243 -1 0
286 243 -1 0
285 243 -1 0
284 243 -1 0
283 243 -1 0
282 243 -1 0
281 243 -1 0
280 243 -1 0
289 242 -1 0
288 242 -1 0
287 242 -1 0
286 242 -1 0
285 242 -1 0
284 242 -1 0
283 242 -1 0
282 242 -1 0
281 242 -1 0
280 242 -1 0
279 242 -1 0
289 241 -1 0
288 241 -1 0
287 241 -1 0
286 241 -1 0
285 241 -1 0
284 241 -1 0
283 241 -1 0
282 241 -1 0
281 241 -1 0
280 241 -1 0
279 241 -1 0
289 240 -1 0
288 240 -1 0
287 240 -1 0
286 240 -1 0
285 240 -1 0
284 240 -1 0
283 240 -1 0
282 240 -1 0
281 240 -1 0
280 240 -1 0
289 239 -1 0
288 239 -1 0
287 239 -1 0
286 239 -1 0
285 239 -1 0
284 239 -1 0
283 239 -1 0
282 239 -1 0
281 239 -1 0
280 239 -1 0
290 238 -1 0
289 238 -1 0
288 238 -1 0
287 238 -1 0
286 238 -1 0
285 238 -1 0
284 238 -1 0
283 238 -1 0
282 238 -1 0
281 238 -1 0
280 238 -1 0
289 237 -1 0
288 237 -1 0
287 237 -1 0
286 237 -1 0
285 237 -1 0
284 237 -1 0
283 237 -1 0
282 237 -1 0
281 237 -1 0
289 236 -1 0
288 236 -1 0
287 236 -1 0
286 236 -1 0
285 236 -1 0
284 236 -1 0
283 236 -1 0
282 236 -1 0
