2794 408 341
213 148 -1 0
212 148 -1 0
216 147 -1 0
215 147 -1 0
214 147 -1 0
213 147 -1 0
212 147 -1 0
211 147 -1 0
210 147 -1 0
209 147 -1 0
217 146 -1 0
216 146 -1 0
215 146 -1 0
214 146 -1 0
213 146 -1 0
212 146 -1 0
211 146 -1 0
210 146 -1 0
209 146 -1 0
208 146 -1 0
217 145 -1 0
216 145 -1 0
215 145 -1 0
214 145 -1 0
213 145 -1 0
212 145 -1 0
211 145 -1 0
210 145 -1 0
209 145 -1 0
208 145 -1 0
217 144 -1 0
216 144 -1 0
215 144 -1 0
214 144 -1 0
213 144 -1 0
212 144 -1 0
211 144 -1 0
210 144 -1 0
209 144 -1 0
208 144 -1 0
218 143 -1 0
217 143 -1 0
216 143 -1 0
215 143 -1 0
214 143 -1 0
213 143 -1 0
212 143 -1 0
211 143 -1 0
210 143 -1 0
209 143 -1 0
208 143 -1 0
207 143 -1 0
217 142 -1 0
216 142 -1 0
215 142 -1 0
214 142 -1 0
213 142 -1 0
212 142 -1 0
211 142 -1 0
210 142 -1 0
209 142 -1 0
208 142 -1 0
207 142 -1 0
206 142 -1 0
217 141 -1 0
216 141 -1 0
215 141 -1 0
214 141 -1 0
213 141 -1 0
212 141 -1 0
211 141 -1 0
210 141 -1 0
209 141 -1 0
208 141 -1 0
207 141 -1 0
206 141 -1 0
205 141 -1 0
217 140 -1 0
216 140 -1 0
215 140 -1 0
214 140 -1 0
213 140 -1 0
212 140 -1 0
211 140 -1 0
210 140 -1 0
209 140 -1 0
208 140 -1 0
207 140 -1 0
206 140 -1 0
205 140 -1 0
204 140 -1 0
216 139 -1 0
215 139 -1 0
214 139 -1 0
213 139 -1 0
212 139 -1 0
211 139 -1 0
210 139 -1 0
209 139 -1 0
208 139 -1 0
207 139 -1 0
206 139 -1 0
205 139 -1 0
204 139 -1 0
215 138 -1 0
214 138 -1 0
213 138 -1 0
212 138 -1 0
211 138 -1 0
210 138 -1 0
209 138 -1 0
208 138 -1 0
207 138 -1 0
206 138 -1 0
205 138 -1 0
204 138 -1 0
203 138 -1 0
215 137 -1 0
214 137 -1 0
213 137 -1 0
212 137 -1 0
211 137 -1 0
210 137 -1 0
209 137 -1 0
208 137 -1 0
207 137 -1 0
206 137 -1 0
205 137 -1 0
204 137 -1 0
203 137 -1 0
202 137 -1 0
214 136 -1 0
213 136 -1 0
212 136 -1 0
211 136 -1 0
210 136 -1 0
209 136 -1 0
208 136 -1 0
207 136 -1 0
206 136 -1 0
205 136 -1 0
204 136 -1 0
203 136 -1 0
202 136 -1 0
214 135 -1 0
213 135 -1 0
212 135 -1 0
211 135 -1 0
210 135 -1 0
209 135 -1 0
208 135 -1 0
207 135 -1 0
206 135 -1 0
205 135 -1 0
204 135 -1 0
203 135 -1 0
202 135 -1 0
213 134 -1 0
212 134 -1 0
211 134 -1 0
210 134 -1 0
209 134 -1 0
208 134 -1 0
207 134 -1 0
206 134 -1 0
205 134 -1 0
204 134 -1 0
203 134 -1 0
202 134 -1 0
201 134 -1 0
211 133 -1 0
210 133 -1 0
209 133 -1 0
208 133 -1 0
207 133 -1 0
206 133 -1 0
205 133 -1 0
204 133 -1 0
203 133 -1 0
202 133 -1 0
201 133 -1 0
211 132 -1 0
210 132 -1 0
209 132 -1 0
208 132 -1 0
207 132 -1 0
206 132 -1 0
205 132 -1 0
204 132 -1 0
203 132 -1 0
202 132 -1 0
201 132 -1 0
200 132 -1 0
210 131 -1 0
209 131 -1 0
208 131 -1 0
207 131 -1 0
206 131 -1 0
205 131 -1 0
204 131 -1 0
203 131 -1 0
202 131 -1 0
201 131 -1 0
200 131 -1 0
210 130 -1 0
209 130 -1 0
208 130 -1 0
207 130 -1 0
206 130 -1 0
205 130 -1 0
204 130 -1 0
203 130 -1 0
202 130 -1 0
201 130 -1 0
200 130 -1 0
210 129 -1 0
209 129 -1 0
208 129 -1 0
207 129 -1 0
206 129 -1 0
205 129 -1 0
204 129 -1 0
203 129 -1 0
202 129 -1 0
201 129 -1 0
200 129 -1 0
199 129 -1 0
209 128 -1 0
208 128 -1 0
207 128 -1 0
206 128 -1 0
205 128 -1 0
204 128 -1 0
203 128 -1 0
202 128 -1 0
201 128 -1 0
