3207 408 341
113 238 -1 0
116 237 -1 0
115 237 -1 0
114 237 -1 0
113 237 -1 0
112 237 -1 0
111 237 -1 0
110 237 -1 0
117 236 -1 0
116 236 -1 0
115 236 -1 0
114 236 -1 0
113 236 -1 0
112 236 -1 0
111 236 -1 0
110 236 -1 0
109 236 -1 0
117 235 -1 0
116 235 -1 0
115 235 -1 0
114 235 -1 0
113 235 -1 0
112 235 -1 0
111 235 -1 0
110 235 -1 0
109 235 -1 0
108 235 -1 0
117 234 -1 0
116 234 -1 0
115 234 -1 0
114 234 -1 0
113 234 -1 0
112 234 -1 0
111 234 -1 0
110 234 -1 0
109 234 -1 0
108 234 -1 0
107 234 -1 0
118 233 -1 0
117 233 -1 0
116 233 -1 0
115 233 -1 0
114 233 -1 0
113 233 -1 0
112 233 -1 0
111 233 -1 0
110 233 -1 0
109 233 -1 0
108 233 -1 0
107 233 -1 0
118 232 -1 0
117 232 -1 0
116 232 -1 0
115 232 -1 0
114 232 -1 0
113 232 -1 0
112 232 -1 0
111 232 -1 0
110 232 -1 0
109 232 -1 0
108 232 -1 0
107 232 -1 0
118 231 -1 0
117 231 -1 0
116 231 -1 0
115 231 -1 0
114 231 -1 0
113 231 -1 0
112 231 -1 0
111 231 -1 0
110 231 -1 0
109 231 -1 0
108 231 -1 0
107 231 -1 0
106 231 -1 0
118 230 -1 0
117 230 -1 0
116 230 -1 0
115 230 -1 0
114 230 -1 0
113 230 -1 0
112 230 -1 0
111 230 -1 0
110 230 -1 0
109 230 -1 0
108 230 -1 0
107 230 -1 0
106 230 -1 0
121 229 -1 0
120 229 -1 0
119 229 -1 0
118 229 -1 0
117 229 -1 0
116 229 -1 0
115 229 -1 0
114 229 -1 0
113 229 -1 0
112 229 -1 0
111 229 -1 0
110 229 -1 0
109 229 -1 0
108 229 -1 0
107 229 -1 0
106 229 -1 0
122 228 -1 0
121 228 -1 0
120 228 -1 0
119 228 -1 0
118 228 -1 0
117 228 -1 0
116 228 -1 0
115 228 -1 0
114 228 -1 0
113 228 -1 0
112 228 -1 0
111 228 -1 0
110 228 -1 0
109 228 -1 0
108 228 -1 0
107 228 -1 0
122 227 -1 0
121 227 -1 0
120 227 -1 0
119 227 -1 0
118 227 -1 0
117 227 -1 0
116 227 -1 0
115 227 -1 0
114 227 -1 0
113 227 -1 0
112 227 -1 0
111 227 -1 0
110 227 -1 0
109 227 -1 0
108 227 -1 0
107 227 -1 0
106 227 -1 0
122 226 -1 0
121 226 -1 0
120 226 -1 0
119 226 -1 0
118 226 -1 0
117 226 -1 0
116 226 -1 0
115 226 -1 0
114 226 -1 0
113 226 -1 0
112 226 -1 0
111 226 -1 0
110 226 -1 0
109 226 -1 0
108 226 -1 0
107 226 -1 0
106 226 -1 0
123 225 -1 0
122 225 -1 0
121 225 -1 0
120 225 -1 0
119 225 -1 0
118 225 -1 0
117 225 -1 0
116 225 -1 0
115 225 -1 0
114 225 -1 0
113 225 -1 0
112 225 -1 0
111 225 -1 0
110 225 -1 0
109 225 -1 0
108 225 -1 0
107 225 -1 0
106 225 -1 0
122 224 -1 0
121 224 -1 0
120 224 -1 0
119 224 -1 0
118 224 -1 0
117 224 -1 0
116 224 -1 0
115 224 -1 0
114 224 -1 0
113 224 -1 0
112 224 -1 0
111 224 -1 0
110 224 -1 0
109 224 -1 0
108 224 -1 0
107 224 -1 0
106 224 -1 0
122 223 -1 0
121 223 -1 0
120 223 -1 0
119 223 -1 0
118 223 -1 0
117 223 -1 0
116 223 -1 0
115 223 -1 0
114 223 -1 0
113 223 -1 0
112 223 -1 0
111 223 -1 0
110 223 -1 0
109 223 -1 0
108 223 -1 0
107 223 -1 0
106 223 -1 0
105 223 -1 0
122 222 -1 0
121 222 -1 0
120 222 -1 0
119 222 -1 0
118 222 -1 0
117 222 -1 0
116 222 -1 0
115 222 -1 0
114 222 -1 0
113 222 -1 0
112 222 -1 0
111 222 -1 0
110 222 -1 0
109 222 -1 0
108 222 -1 0
107 222 -1 0
106 222 -1 0
121 221 -1 0
120 221 -1 0
119 221 -1 0
118 221 -1 0
117 221 -1 0
116 221 -1 0
115 221 -1 0
114 221 -1 0
113 221 -1 0
112 221 -1 0
111 221 -1 0
110 221 -1 0
109 221 -1 0
108 221 -1 0
107 221 -1 0
106 221 -1 0
118 220 -1 0
114 220 -1 0
113 220 -1 0
112 220 -1 0
111 220 -1 0
110 220 -1 0
109 220 -1 0
108 220 -1 0
107 220 -1 0
106 220 -1 0
115 219 -1 0
114 219 -1 0
113 219 -1 0
112 219 -1 0
111 219 -1 0
110 219 -1 0
109 219 -1 0
108 219 -1 0
107 219 -1 0
106 219 -1 0
105 219 -1 0
115 218 -1 0
114 218 -1 0
113 218 -1 0
112 218 -1 0
111 218 -1 0
110 218 -1 0
109 218 -1 0
108 218 -1 0
107 218 -1 0
106 218 -1 0
105 218 -1 0
104 218 -1 0
114 217 -1 0
113 217 -1 0
112 217 -1 0
111 217 -1 0
110 217 -1 0
109 217 -1 0
108 217 -1 0
107 217 -1 0
106 217 -1 0
105 217 -1 0
104 217 -1 0
114 216 -1 0
113 216 -1 0
112 216 -1 0
111 216 -1 0
110 216 -1 0
109 216 -1 0
108 216 -1 0
107 216 -1 0
106 216 -1 0
105 216 -1 0
104 216 -1 0
114 215 -1 0
113 215 -1 0
112 215 -1 0
111 215 -1 0
110 215 -1 0
109 215 -1 0
108 215 -1 0
107 215 -1 0
106 215 -1 0
105 215 -1 0
104 215 -1 0
103 215 -1 0
113 214 -1 0
112 214 -1 0
111 214 -1 0
110 214 -1 0
109 214 -1 0
108 214 -1 0
107 214 -1 0
106 214 -1 0
105 214 -1 0
104 214 -1 0
112 213 -1 0
111 213 -1 0
110 213 -1 0
109 213 -1 0
108 213 -1 0
107 213 -1 0
106 213 -1 0
105 213 -1 0
104 213 -1 0
113 212 -1 0
112 212 -1 0
111 212 -1 0
110 212 -1 0
109 212 -1 0
108 212 -1 0
107 212 -1 0
106 212 -1 0
105 212 -1 0
104 212 -1 0
103 212 -1 0
112 211 -1 0
111 211 -1 0
110 211 -1 0
109 211 -1 0
108 211 -1 0
107 211 -1 0
106 211 -1 0
105 211 -1 0
104 211 -1 0
103 211 -1 0
112 210 -1 0
111 210 -1 0
110 210 -1 0
109 210 -1 0
108 210 -1 0
107 210 -1 0
106 210 -1 0
105 210 -1 0
104 210 -1 0
103 210 -1 0
113 209 -1 0
112 209 -1 0
111 209 -1 0
110 209 -1 0
109 209 -1 0
108 209 -1 0
107 209 -1 0
106 209 -1 0
105 209 -1 0
104 209 -1 0
103 209 -1 0
112 208 -1 0
111 208 -1 0
110 208 -1 0
109 208 -1 0
108 208 -1 0
107 208 -1 0
106 208 -1 0
105 208 -1 0
104 208 -1 0
103 208 -1 0
102 208 -1 0
112 207 -1 0
111 207 -1 0
110 207 -1 0
109 207 -1 0
108 207 -1 0
107 207 -1 0
106 207 -1 0
105 207 -1 0
104 207 -1 0
103 207 -1 0
112 206 -1 0
111 206 -1 0
110 206 -1 0
109 206 -1 0
108 206 -1 0
107 206 -1 0
106 206 -1 0
105 206 -1 0
104 206 -1 0
103 206 -1 0
111 205 -1 0
110 205 -1 0
109 205 -1 0
108 205 -1 0
107 205 -1 0
106 205 -1 0
105 205 -1 0
104 205 -1 0
103 205 -1 0
112 204 -1 0
111 204 -1 0
110 204 -1 0
109 204 -1 0
108 204 -1 0
107 204 -1 0
106 204 -1 0
105 204 -1 0
104 204 -1 0
103 204 -1 0
102 204 -1 0
111 203 -1 0
110 203 -1 0
109 203 -1 0
108 203 -1 0
107 203 -1 0
106 203 -1 0
105 203 -1 0
104 203 -1 0
103 203 -1 0
111 202 -1 0
110 202 -1 0
109 202 -1 0
108 202 -1 0
107 202 -1 0
106 202 -1 0
105 202 -1 0
104 202 -1 0
103 202 -1 0
102 202 -1 0
111 201 -1 0
110 201 -1 0
109 201 -1 0
108 201 -1 0
107 201 -1 0
106 201 -1 0
105 201 -1 0
104 201 -1 0
103 201 -1 0
102 201 -1 0
112 200 -1 0
111 200 -1 0
110 200 -1 0
109 200 -1 0
108 200 -1 0
107 200 -1 0
106 200 -1 0
105 200 -1 0
104 200 -1 0
103 200 -1 0
102 200 -1 0
111 199 -1 0
110 199 -1 0
109 199 -1 0
108 199 -1 0
107 199 -1 0
106 199 -1 0
105 199 -1 0
104 199 -1 0
103 199 -1 0
102 199 -1 0
101 199 -1 0
111 198 -1 0
110 198 -1 0
109 198 -1 0
108 198 -1 0
107 198 -1 0
106 198 -1 0
105 198 -1 0
104 198 -1 0
103 198 -1 0
102 198 -1 0
111 197 -1 0
110 197 -1 0
109 197 -1 0
108 197 -1 0
107 197 -1 0
106 197 -1 0
105 197 -1 0
104 197 -1 0
103 197 -1 0
102 197 -1 0
110 196 -1 0
109 196 -1 0
108 196 -1 0
107 196 -1 0
106 196 -1 0
105 196 -1 0
104 196 -1 0
103 196 -1 0
102 196 -1 0
109 195 -1 0
108 195 -1 0
107 195 -1 0
106 195 -1 0
105 195 -1 0
104 195 -1 0
103 195 -1 0
102 195 -1 0
101 195 -1 0
108 194 -1 0
107 194 -1 0
106 194 -1 0
105 194 -1 0
104 194 -1 0
103 194 -1 0
102 194 -1 0
101 194 -1 0
100 194 -1 0
108 193 -1 0
107 193 -1 0
106 193 -1 0
105 193 -1 0
104 193 -1 0
103 193 -1 0
102 193 -1 0
101 193 -1 0
100 193 -1 0
108 192 -1 0
107 192 -1 0
106 192 -1 0
105 192 -1 0
104 192 -1 0
103 192 -1 0
102 192 -1 0
101 192 -1 0
100 192 -1 0
109 191 -1 0
108 191 -1 0
107 191 -1 0
106 191 -1 0
105 191 -1 0
104 191 -1 0
103 191 -1 0
102 191 -1 0
101 191 -1 0
100 191 -1 0
99 191 -1 0
108 190 -1 0
107 190 -1 0
106 190 -1 0
105 190 -1 0
104 190 -1 0
103 190 -1 0
102 190 -1 0
101 190 -1 0
100 190 -1 0
99 190 -1 0
108 189 -1 0
107 189 -1 0
106 189 -1 0
105 189 -1 0
104 189 -1 0
103 189 -1 0
102 189 -1 0
101 189 -1 0
100 189 -1 0
99 189 -1 0
108 188 -1 0
107 188 -1 0
106 188 -1 0
105 188 -1 0
104 188 -1 0
103 188 -1 0
102 188 -1 0
101 188 -1 0
100 188 -1 0
99 188 -1 0
98 188 -1 0
107 187 -1 0
106 187 -1 0
105 187 -1 0
104 187 -1 0
103 187 -1 0
102 187 -1 0
101 187 -1 0
100 187 -1 0
99 187 -1 0
98 187 -1 0
97 187 -1 0
107 186 -1 0
106 186 -1 0
105 186 -1 0
104 186 -1 0
103 186 -1 0
102 186 -1 0
101 186 -1 0
100 186 -1 0
99 186 -1 0
98 186 -1 0
97 186 -1 0
107 185 -1 0
106 185 -1 0
105 185 -1 0
104 185 -1 0
103 185 -1 0
102 185 -1 0
101 185 -1 0
100 185 -1 0
99 185 -1 0
98 185 -1 0
97 185 -1 0
106 184 -1 0
105 184 -1 0
104 184 -1 0
103 184 -1 0
102 184 -1 0
101 184 -1 0
100 184 -1 0
99 184 -1 0
98 184 -1 0
97 184 -1 0
96 184 -1 0
105 183 -1 0
104 183 -1 0
103 183 -1 0
102 183 -1 0
101 183 -1 0
100 183 -1 0
99 183 -1 0
98 183 -1 0
97 183 -1 0
96 183 -1 0
95 183 -1 0
105 182 -1 0
104 182 -1 0
103 182 -1 0
102 182 -1 0
101 182 -1 0
100 182 -1 0
99 182 -1 0
98 182 -1 0
97 182 -1 0
96 182 -1 0
95 182 -1 0
105 181 -1 0
104 181 -1 0
103 181 -1 0
102 181 -1 0
101 181 -1 0
100 181 -1 0
99 181 -1 0
98 181 -1 0
97 181 -1 0
96 181 -1 0
95 181 -1 0
104 180 -1 0
103 180 -1 0
102 180 -1 0
101 180 -1 0
100 180 -1 0
99 180 -1 0
98 180 -1 0
97 180 -1 0
96 180 -1 0
95 180 -1 0
94 180 -1 0
103 179 -1 0
102 179 -1 0
101 179 -1 0
100 179 -1 0
99 179 -1 0
98 179 -1 0
97 179 -1 0
96 179 -1 0
95 179 -1 0
103 178 -1 0
102 178 -1 0
101 178 -1 0
100 178 -1 0
99 178 -1 0
98 178 -1 0
97 178 -1 0
96 178 -1 0
95 178 -1 0
94 178 -1 0
103 177 -1 0
102 177 -1 0
101 177 -1 0
100 177 -1 0
99 177 -1 0
98 177 -1 0
97 177 -1 0
96 177 -1 0
95 177 -1 0
94 177 -1 0
93 177 -1 0
102 176 -1 0
101 176 -1 0
100 176 -1 0
99 176 -1 0
98 176 -1 0
97 176 -1 0
96 176 -1 0
95 176 -1 0
94 176 -1 0
93 176 -1 0
101 175 -1 0
100 175 -1 0
99 175 -1 0
98 175 -1 0
97 175 -1 0
96 175 -1 0
95 175 -1 0
94 175 -1 0
93 175 -1 0
102 174 -1 0
101 174 -1 0
100 174 -1 0
99 174 -1 0
98 174 -1 0
97 174 -1 0
96 174 -1 0
95 174 -1 0
94 174 -1 0
93 174 -1 0
92 174 -1 0
101 173 -1 0
100 173 -1 0
99 173 -1 0
98 173 -1 0
97 173 -1 0
96 173 -1 0
95 173 -1 0
94 173 -1 0
93 173 -1 0
101 172 -1 0
100 172 -1 0
99 172 -1 0
98 172 -1 0
97 172 -1 0
96 172 -1 0
95 172 -1 0
94 172 -1 0
93 172 -1 0
101 171 -1 0
100 171 -1 0
99 171 -1 0
98 171 -1 0
97 171 -1 0
96 171 -1 0
95 171 -1 0
94 171 -1 0
93 171 -1 0
92 171 -1 0
102 170 -1 0
101 170 -1 0
100 170 -1 0
99 170 -1 0
98 170 -1 0
97 170 -1 0
96 170 -1 0
95 170 -1 0
94 170 -1 0
93 170 -1 0
92 170 -1 0
101 169 -1 0
100 169 -1 0
99 169 -1 0
98 169 -1 0
97 169 -1 0
96 169 -1 0
95 169 -1 0
94 169 -1 0
93 169 -1 0
92 169 -1 0
101 168 -1 0
100 168 -1 0
99 168 -1 0
98 168 -1 0
97 168 -1 0
96 168 -1 0
95 168 -1 0
94 168 -1 0
93 168 -1 0
92 168 -1 0
91 168 -1 0
101 167 -1 0
100 167 -1 0
99 167 -1 0
98 167 -1 0
97 167 -1 0
96 167 -1 0
95 167 -1 0
94 167 -1 0
93 167 -1 0
92 167 -1 0
100 166 -1 0
99 166 -1 0
98 166 -1 0
97 166 -1 0
96 166 -1 0
95 166 -1 0
94 166 -1 0
93 166 -1 0
92 166 -1 0
100 165 -1 0
99 165 -1 0
98 165 -1 0
97 165 -1 0
96 165 -1 0
95 165 -1 0
94 165 -1 0
93 165 -1 0
92 165 -1 0
99 164 -1 0
98 164 -1 0
97 164 -1 0
96 164 -1 0
95 164 -1 0
94 164 -1 0
93 164 -1 0
92 164 -1 0
91 164 -1 0
90 164 -1 0
97 163 -1 0
96 163 -1 0
95 163 -1 0
94 163 -1 0
93 163 -1 0
92 163 -1 0
91 163 -1 0
90 163 -1 0
89 163 -1 0
97 162 -1 0
96 162 -1 0
95 162 -1 0
94 162 -1 0
93 162 -1 0
92 162 -1 0
91 162 -1 0
90 162 -1 0
89 162 -1 0
97 161 -1 0
96 161 -1 0
95 161 -1 0
94 161 -1 0
93 161 -1 0
92 161 -1 0
91 161 -1 0
90 161 -1 0
89 161 -1 0
98 160 -1 0
97 160 -1 0
96 160 -1 0
95 160 -1 0
94 160 -1 0
93 160 -1 0
92 160 -1 0
91 160 -1 0
90 160 -1 0
89 160 -1 0
88 160 -1 0
97 159 -1 0
96 159 -1 0
95 159 -1 0
94 159 -1 0
93 159 -1 0
92 159 -1 0
91 159 -1 0
90 159 -1 0
89 159 -1 0
259 158 -1 0
97 158 -1 0
96 158 -1 0
95 158 -1 0
94 158 -1 0
93 158 -1 0
92 158 -1 0
91 158 -1 0
90 158 -1 0
89 158 -1 0
262 157 -1 0
261 157 -1 0
260 157 -1 0
259 157 -1 0
258 157 -1 0
257 157 -1 0
256 157 -1 0
97 157 -1 0
96 157 -1 0
95 157 -1 0
94 157 -1 0
93 157 -1 0
92 157 -1 0
91 157 -1 0
90 157 -1 0
89 157 -1 0
88 157 -1 0
263 156 -1 0
262 156 -1 0
261 156 -1 0
260 156 -1 0
259 156 -1 0
258 156 -1 0
257 156 -1 0
256 156 -1 0
255 156 -1 0
96 156 -1 0
95 156 -1 0
94 156 -1 0
93 156 -1 0
92 156 -1 0
91 156 -1 0
90 156 -1 0
89 156 -1 0
88 156 -1 0
87 156 -1 0
264 155 -1 0
263 155 -1 0
262 155 -1 0
261 155 -1 0
260 155 -1 0
259 155 -1 0
258 155 -1 0
257 155 -1 0
256 155 -1 0
255 155 -1 0
95 155 -1 0
94 155 -1 0
93 155 -1 0
92 155 -1 0
91 155 -1 0
90 155 -1 0
89 155 -1 0
88 155 -1 0
87 155 -1 0
264 154 -1 0
263 154 -1 0
262 154 -1 0
261 154 -1 0
260 154 -1 0
259 154 -1 0
258 154 -1 0
257 154 -1 0
256 154 -1 0
255 154 -1 0
95 154 -1 0
94 154 -1 0
93 154 -1 0
92 154 -1 0
91 154 -1 0
90 154 -1 0
89 154 -1 0
88 154 -1 0
87 154 -1 0
265 153 -1 0
264 153 -1 0
263 153 -1 0
262 153 -1 0
261 153 -1 0
260 153 -1 0
259 153 -1 0
258 153 -1 0
257 153 -1 0
256 153 -1 0
255 153 -1 0
254 153 -1 0
96 153 -1 0
95 153 -1 0
94 153 -1 0
93 153 -1 0
92 153 -1 0
91 153 -1 0
90 153 -1 0
89 153 -1 0
88 153 -1 0
87 153 -1 0
86 153 -1 0
265 152 -1 0
264 152 -1 0
263 152 -1 0
262 152 -1 0
261 152 -1 0
260 152 -1 0
259 152 -1 0
258 152 -1 0
257 152 -1 0
256 152 -1 0
255 152 -1 0
95 152 -1 0
94 152 -1 0
93 152 -1 0
92 152 -1 0
91 152 -1 0
90 152 -1 0
89 152 -1 0
88 152 -1 0
87 152 -1 0
265 151 -1 0
264 151 -1 0
263 151 -1 0
262 151 -1 0
261 151 -1 0
260 151 -1 0
259 151 -1 0
258 151 -1 0
257 151 -1 0
256 151 -1 0
255 151 -1 0
95 151 -1 0
94 151 -1 0
93 151 -1 0
92 151 -1 0
91 151 -1 0
90 151 -1 0
89 151 -1 0
88 151 -1 0
87 151 -1 0
86 151 -1 0
266 150 -1 0
265 150 -1 0
264 150 -1 0
263 150 -1 0
262 150 -1 0
261 150 -1 0
260 150 -1 0
259 150 -1 0
258 150 -1 0
257 150 -1 0
256 150 -1 0
255 150 -1 0
95 150 -1 0
94 150 -1 0
93 150 -1 0
92 150 -1 0
91 150 -1 0
90 150 -1 0
89 150 -1 0
88 150 -1 0
87 150 -1 0
86 150 -1 0
266 149 -1 0
265 149 -1 0
264 149 -1 0
263 149 -1 0
262 149 -1 0
261 149 -1 0
260 149 -1 0
259 149 -1 0
258 149 -1 0
257 149 -1 0
256 149 -1 0
94 149 -1 0
93 149 -1 0
92 149 -1 0
91 149 -1 0
90 149 -1 0
89 149 -1 0
88 149 -1 0
87 149 -1 0
86 149 -1 0
266 148 -1 0
265 148 -1 0
264 148 -1 0
263 148 -1 0
262 148 -1 0
261 148 -1 0
260 148 -1 0
259 148 -1 0
258 148 -1 0
257 148 -1 0
256 148 -1 0
95 148 -1 0
94 148 -1 0
93 148 -1 0
92 148 -1 0
91 148 -1 0
90 148 -1 0
89 148 -1 0
88 148 -1 0
87 148 -1 0
86 148 -1 0
85 148 -1 0
267 147 -1 0
266 147 -1 0
265 147 -1 0
264 147 -1 0
263 147 -1 0
262 147 -1 0
261 147 -1 0
260 147 -1 0
259 147 -1 0
258 147 -1 0
257 147 -1 0
256 147 -1 0
94 147 -1 0
93 147 -1 0
92 147 -1 0
91 147 -1 0
90 147 -1 0
89 147 -1 0
88 147 -1 0
87 147 -1 0
86 147 -1 0
267 146 -1 0
266 146 -1 0
265 146 -1 0
264 146 -1 0
263 146 -1 0
262 146 -1 0
261 146 -1 0
260 146 -1 0
259 146 -1 0
258 146 -1 0
257 146 -1 0
94 146 -1 0
93 146 -1 0
92 146 -1 0
91 146 -1 0
90 146 -1 0
89 146 -1 0
88 146 -1 0
87 146 -1 0
86 146 -1 0
267 145 -1 0
266 145 -1 0
265 145 -1 0
264 145 -1 0
263 145 -1 0
262 145 -1 0
261 145 -1 0
260 145 -1 0
259 145 -1 0
258 145 -1 0
94 145 -1 0
93 145 -1 0
92 145 -1 0
91 145 -1 0
90 145 -1 0
89 145 -1 0
