3202 408 341
288 318 -1 0
291 317 -1 0
290 317 -1 0
289 317 -1 0
288 317 -1 0
287 317 -1 0
286 317 -1 0
285 317 -1 0
294 316 -1 0
293 316 -1 0
292 316 -1 0
291 316 -1 0
290 316 -1 0
289 316 -1 0
288 316 -1 0
287 316 -1 0
286 316 -1 0
285 316 -1 0
284 316 -1 0
295 315 -1 0
294 315 -1 0
293 315 -1 0
292 315 -1 0
291 315 -1 0
290 315 -1 0
289 315 -1 0
288 315 -1 0
287 315 -1 0
286 315 -1 0
285 315 -1 0
284 315 -1 0
295 314 -1 0
294 314 -1 0
293 314 -1 0
292 314 -1 0
291 314 -1 0
290 314 -1 0
289 314 -1 0
288 314 -1 0
287 314 -1 0
286 314 -1 0
285 314 -1 0
284 314 -1 0
296 313 -1 0
295 313 -1 0
294 313 -1 0
293 313 -1 0
292 313 -1 0
291 313 -1 0
290 313 -1 0
289 313 -1 0
288 313 -1 0
287 313 -1 0
286 313 -1 0
285 313 -1 0
284 313 -1 0
283 313 -1 0
298 312 -1 0
297 312 -1 0
296 312 -1 0
295 312 -1 0
294 312 -1 0
293 312 -1 0
292 312 -1 0
291 312 -1 0
290 312 -1 0
289 312 -1 0
288 312 -1 0
287 312 -1 0
286 312 -1 0
285 312 -1 0
284 312 -1 0
299 311 -1 0
298 311 -1 0
297 311 -1 0
296 311 -1 0
295 311 -1 0
294 311 -1 0
293 311 -1 0
292 311 -1 0
291 311 -1 0
290 311 -1 0
289 311 -1 0
288 311 -1 0
287 311 -1 0
286 311 -1 0
285 311 -1 0
284 311 -1 0
300 310 -1 0
299 310 -1 0
298 310 -1 0
297 310 -1 0
296 310 -1 0
295 310 -1 0
294 310 -1 0
293 310 -1 0
292 310 -1 0
291 310 -1 0
290 310 -1 0
289 310 -1 0
288 310 -1 0
287 310 -1 0
286 310 -1 0
285 310 -1 0
284 310 -1 0
301 309 -1 0
300 309 -1 0
299 309 -1 0
298 309 -1 0
297 309 -1 0
296 309 -1 0
295 309 -1 0
294 309 -1 0
293 309 -1 0
292 309 -1 0
291 309 -1 0
290 309 -1 0
289 309 -1 0
288 309 -1 0
287 309 -1 0
286 309 -1 0
285 309 -1 0
302 308 -1 0
301 308 -1 0
300 308 -1 0
299 308 -1 0
298 308 -1 0
297 308 -1 0
296 308 -1 0
295 308 -1 0
294 308 -1 0
293 308 -1 0
292 308 -1 0
291 308 -1 0
290 308 -1 0
289 308 -1 0
288 308 -1 0
303 307 -1 0
302 307 -1 0
301 307 -1 0
300 307 -1 0
299 307 -1 0
298 307 -1 0
297 307 -1 0
296 307 -1 0
295 307 -1 0
294 307 -1 0
293 307 -1 0
292 307 -1 0
291 307 -1 0
290 307 -1 0
289 307 -1 0
304 306 -1 0
303 306 -1 0
302 306 -1 0
301 306 -1 0
300 306 -1 0
299 306 -1 0
298 306 -1 0
297 306 -1 0
296 306 -1 0
295 306 -1 0
294 306 -1 0
293 306 -1 0
292 306 -1 0
291 306 -1 0
290 306 -1 0
289 306 -1 0
305 305 -1 0
304 305 -1 0
303 305 -1 0
302 305 -1 0
301 305 -1 0
300 305 -1 0
299 305 -1 0
298 305 -1 0
297 305 -1 0
296 305 -1 0
295 305 -1 0
294 305 -1 0
293 305 -1 0
292 305 -1 0
291 305 -1 0
290 305 -1 0
306 304 -1 0
305 304 -1 0
304 304 -1 0
303 304 -1 0
302 304 -1 0
301 304 -1 0
300 304 -1 0
299 304 -1 0
298 304 -1 0
297 304 -1 0
296 304 -1 0
295 304 -1 0
294 304 -1 0
293 304 -1 0
292 304 -1 0
307 303 -1 0
306 303 -1 0
305 303 -1 0
304 303 -1 0
303 303 -1 0
302 303 -1 0
301 303 -1 0
300 303 -1 0
299 303 -1 0
298 303 -1 0
297 303 -1 0
296 303 -1 0
295 303 -1 0
294 303 -1 0
293 303 -1 0
308 302 -1 0
307 302 -1 0
306 302 -1 0
305 302 -1 0
304 302 -1 0
303 302 -1 0
302 302 -1 0
301 302 -1 0
300 302 -1 0
299 302 -1 0
298 302 -1 0
297 302 -1 0
296 302 -1 0
295 302 -1 0
294 302 -1 0
309 301 -1 0
308 301 -1 0
307 301 -1 0
306 301 -1 0
305 301 -1 0
304 301 -1 0
303 301 -1 0
302 301 -1 0
301 301 -1 0
300 301 -1 0
299 301 -1 0
298 301 -1 0
297 301 -1 0
296 301 -1 0
295 301 -1 0
309 300 -1 0
308 300 -1 0
307 300 -1 0
306 300 -1 0
305 300 -1 0
304 300 -1 0
303 300 -1 0
302 300 -1 0
301 300 -1 0
300 300 -1 0
299 300 -1 0
298 300 -1 0
297 300 -1 0
296 300 -1 0
310 299 -1 0
309 299 -1 0
308 299 -1 0
307 299 -1 0
306 299 -1 0
305 299 -1 0
304 299 -1 0
303 299 -1 0
302 299 -1 0
301 299 -1 0
300 299 -1 0
299 299 -1 0
298 299 -1 0
297 299 -1 0
310 298 -1 0
309 298 -1 0
308 298 -1 0
307 298 -1 0
306 298 -1 0
305 298 -1 0
304 298 -1 0
303 298 -1 0
302 298 -1 0
301 298 -1 0
300 298 -1 0
299 298 -1 0
298 298 -1 0
311 297 -1 0
310 297 -1 0
309 297 -1 0
308 297 -1 0
307 297 -1 0
306 297 -1 0
305 297 -1 0
304 297 -1 0
303 297 -1 0
302 297 -1 0
301 297 -1 0
300 297 -1 0
299 297 -1 0
312 296 -1 0
311 296 -1 0
310 296 -1 0
309 296 -1 0
308 296 -1 0
307 296 -1 0
306 296 -1 0
305 296 -1 0
304 296 -1 0
303 296 -1 0
302 296 -1 0
301 296 -1 0
300 296 -1 0
312 295 -1 0
311 295 -1 0
310 295 -1 0
309 295 -1 0
308 295 -1 0
307 295 -1 0
306 295 -1 0
305 295 -1 0
304 295 -1 0
303 295 -1 0
302 295 -1 0
301 295 -1 0
300 295 -1 0
312 294 -1 0
311 294 -1 0
310 294 -1 0
309 294 -1 0
308 294 -1 0
307 294 -1 0
306 294 -1 0
305 294 -1 0
304 294 -1 0
303 294 -1 0
302 294 -1 0
301 294 -1 0
313 293 -1 0
312 293 -1 0
311 293 -1 0
310 293 -1 0
309 293 -1 0
308 293 -1 0
307 293 -1 0
306 293 -1 0
305 293 -1 0
304 293 -1 0
303 293 -1 0
302 293 -1 0
314 292 -1 0
313 292 -1 0
312 292 -1 0
311 292 -1 0
310 292 -1 0
309 292 -1 0
308 292 -1 0
307 292 -1 0
306 292 -1 0
305 292 -1 0
304 292 -1 0
303 292 -1 0
314 291 -1 0
313 291 -1 0
312 291 -1 0
311 291 -1 0
310 291 -1 0
309 291 -1 0
308 291 -1 0
307 291 -1 0
306 291 -1 0
305 291 -1 0
304 291 -1 0
303 291 -1 0
314 290 -1 0
313 290 -1 0
312 290 -1 0
311 290 -1 0
310 290 -1 0
309 290 -1 0
308 290 -1 0
307 290 -1 0
306 290 -1 0
305 290 -1 0
304 290 -1 0
315 289 -1 0
314 289 -1 0
313 289 -1 0
312 289 -1 0
311 289 -1 0
310 289 -1 0
309 289 -1 0
308 289 -1 0
307 289 -1 0
306 289 -1 0
305 289 -1 0
315 288 -1 0
314 288 -1 0
313 288 -1 0
312 288 -1 0
311 288 -1 0
310 288 -1 0
309 288 -1 0
308 288 -1 0
307 288 -1 0
306 288 -1 0
305 288 -1 0
315 287 -1 0
314 287 -1 0
313 287 -1 0
312 287 -1 0
311 287 -1 0
310 287 -1 0
