3421 408 341
283 160 -1 0
282 160 -1 0
286 159 -1 0
285 159 -1 0
284 159 -1 0
283 159 -1 0
282 159 -1 0
281 159 -1 0
280 159 -1 0
279 159 -1 0
288 158 -1 0
287 158 -1 0
286 158 -1 0
285 158 -1 0
284 158 -1 0
283 158 -1 0
282 158 -1 0
281 158 -1 0
280 158 -1 0
279 158 -1 0
278 158 -1 0
289 157 -1 0
288 157 -1 0
287 157 -1 0
286 157 -1 0
285 157 -1 0
284 157 -1 0
283 157 -1 0
282 157 -1 0
281 157 -1 0
280 157 -1 0
279 157 -1 0
278 157 -1 0
292 156 -1 0
291 156 -1 0
290 156 -1 0
289 156 -1 0
288 156 -1 0
287 156 -1 0
286 156 -1 0
285 156 -1 0
284 156 -1 0
283 156 -1 0
282 156 -1 0
281 156 -1 0
280 156 -1 0
279 156 -1 0
278 156 -1 0
293 155 -1 0
292 155 -1 0
291 155 -1 0
290 155 -1 0
289 155 -1 0
288 155 -1 0
287 155 -1 0
286 155 -1 0
285 155 -1 0
284 155 -1 0
283 155 -1 0
282 155 -1 0
281 155 -1 0
280 155 -1 0
279 155 -1 0
278 155 -1 0
277 155 -1 0
294 154 -1 0
293 154 -1 0
292 154 -1 0
291 154 -1 0
290 154 -1 0
289 154 -1 0
288 154 -1 0
287 154 -1 0
286 154 -1 0
285 154 -1 0
284 154 -1 0
283 154 -1 0
282 154 -1 0
281 154 -1 0
280 154 -1 0
279 154 -1 0
278 154 -1 0
295 153 -1 0
294 153 -1 0
293 153 -1 0
292 153 -1 0
291 153 -1 0
290 153 -1 0
289 153 -1 0
288 153 -1 0
287 153 -1 0
286 153 -1 0
285 153 -1 0
284 153 -1 0
283 153 -1 0
282 153 -1 0
281 153 -1 0
280 153 -1 0
279 153 -1 0
278 153 -1 0
296 152 -1 0
295 152 -1 0
294 152 -1 0
293 152 -1 0
292 152 -1 0
291 152 -1 0
290 152 -1 0
289 152 -1 0
288 152 -1 0
287 152 -1 0
286 152 -1 0
285 152 -1 0
284 152 -1 0
283 152 -1 0
282 152 -1 0
281 152 -1 0
280 152 -1 0
279 152 -1 0
278 152 -1 0
300 151 -1 0
299 151 -1 0
298 151 -1 0
297 151 -1 0
296 151 -1 0
295 151 -1 0
294 151 -1 0
293 151 -1 0
292 151 -1 0
291 151 -1 0
290 151 -1 0
289 151 -1 0
288 151 -1 0
287 151 -1 0
286 151 -1 0
285 151 -1 0
284 151 -1 0
283 151 -1 0
282 151 -1 0
281 151 -1 0
280 151 -1 0
279 151 -1 0
303 150 -1 0
302 150 -1 0
301 150 -1 0
300 150 -1 0
299 150 -1 0
298 150 -1 0
297 150 -1 0
296 150 -1 0
295 150 -1 0
294 150 -1 0
293 150 -1 0
292 150 -1 0
291 150 -1 0
290 150 -1 0
289 150 -1 0
288 150 -1 0
287 150 -1 0
286 150 -1 0
285 150 -1 0
284 150 -1 0
283 150 -1 0
282 150 -1 0
304 149 -1 0
303 149 -1 0
302 149 -1 0
301 149 -1 0
300 149 -1 0
299 149 -1 0
298 149 -1 0
297 149 -1 0
296 149 -1 0
295 149 -1 0
294 149 -1 0
293 149 -1 0
292 149 -1 0
291 149 -1 0
290 149 -1 0
289 149 -1 0
288 149 -1 0
287 149 -1 0
286 149 -1 0
285 149 -1 0
284 149 -1 0
283 149 -1 0
306 148 -1 0
304 148 -1 0
303 148 -1 0
302 148 -1 0
301 148 -1 0
300 148 -1 0
299 148 -1 0
298 148 -1 0
297 148 -1 0
296 148 -1 0
295 148 -1 0
294 148 -1 0
293 148 -1 0
292 148 -1 0
291 148 -1 0
290 148 -1 0
289 148 -1 0
288 148 -1 0
287 148 -1 0
286 148 -1 0
285 148 -1 0
284 148 -1 0
310 147 -1 0
309 147 -1 0
308 147 -1 0
307 147 -1 0
306 147 -1 0
305 147 -1 0
304 147 -1 0
303 147 -1 0
302 147 -1 0
301 147 -1 0
300 147 -1 0
299 147 -1 0
298 147 -1 0
297 147 -1 0
296 147 -1 0
295 147 -1 0
294 147 -1 0
293 147 -1 0
292 147 -1 0
291 147 -1 0
290 147 -1 0
289 147 -1 0
288 147 -1 0
287 147 -1 0
313 146 -1 0
312 146 -1 0
311 146 -1 0
310 146 -1 0
309 146 -1 0
308 146 -1 0
307 146 -1 0
306 146 -1 0
305 146 -1 0
304 146 -1 0
303 146 -1 0
302 146 -1 0
301 146 -1 0
300 146 -1 0
299 146 -1 0
298 146 -1 0
297 146 -1 0
296 146 -1 0
295 146 -1 0
294 146 -1 0
293 146 -1 0
292 146 -1 0
291 146 -1 0
290 146 -1 0
289 146 -1 0
288 146 -1 0
314 145 -1 0
313 145 -1 0
312 145 -1 0
311 145 -1 0
310 145 -1 0
309 145 -1 0
308 145 -1 0
307 145 -1 0
306 145 -1 0
305 145 -1 0
304 145 -1 0
303 145 -1 0
302 145 -1 0
301 145 -1 0
300 145 -1 0
299 145 -1 0
298 145 -1 0
297 145 -1 0
296 145 -1 0
295 145 -1 0
294 145 -1 0
293 145 -1 0
292 145 -1 0
291 145 -1 0
290 145 -1 0
289 145 -1 0
288 145 -1 0
314 144 -1 0
313 144 -1 0
312 144 -1 0
311 144 -1 0
310 144 -1 0
309 144 -1 0
308 144 -1 0
307 144 -1 0
306 144 -1 0
305 144 -1 0
304 144 -1 0
303 144 -1 0
302 144 -1 0
301 144 -1 0
300 144 -1 0
299 144 -1 0
298 144 -1 0
297 144 -1 0
296 144 -1 0
295 144 -1 0
294 144 -1 0
293 144 -1 0
292 144 -1 0
291 144 -1 0
290 144 -1 0
289 144 -1 0
317 143 -1 0
316 143 -1 0
315 143 -1 0
314 143 -1 0
313 143 -1 0
312 143 -1 0
311 143 -1 0
310 143 -1 0
309 143 -1 0
308 143 -1 0
307 143 -1 0
306 143 -1 0
305 143 -1 0
304 143 -1 0
303 143 -1 0
302 143 -1 0
301 143 -1 0
300 143 -1 0
299 143 -1 0
298 143 -1 0
297 143 -1 0
296 143 -1 0
295 143 -1 0
294 143 -1 0
293 143 -1 0
292 143 -1 0
318 142 -1 0
317 142 -1 0
316 142 -1 0
315 142 -1 0
314 142 -1 0
313 142 -1 0
312 142 -1 0
311 142 -1 0
310 142 -1 0
309 142 -1 0
308 142 -1 0
307 142 -1 0
306 142 -1 0
305 142 -1 0
304 142 -1 0
