2691 408 341
124 228 -1 0
127 227 -1 0
126 227 -1 0
125 227 -1 0
124 227 -1 0
123 227 -1 0
122 227 -1 0
121 227 -1 0
128 226 -1 0
127 226 -1 0
126 226 -1 0
125 226 -1 0
124 226 -1 0
123 226 -1 0
122 226 -1 0
121 226 -1 0
120 226 -1 0
119 226 -1 0
128 225 -1 0
127 225 -1 0
126 225 -1 0
125 225 -1 0
124 225 -1 0
123 225 -1 0
122 225 -1 0
121 225 -1 0
120 225 -1 0
119 225 -1 0
118 225 -1 0
128 224 -1 0
127 224 -1 0
126 224 -1 0
125 224 -1 0
124 224 -1 0
123 224 -1 0
122 224 -1 0
121 224 -1 0
120 224 -1 0
119 224 -1 0
118 224 -1 0
129 223 -1 0
128 223 -1 0
127 223 -1 0
126 223 -1 0
125 223 -1 0
124 223 -1 0
123 223 -1 0
122 223 -1 0
121 223 -1 0
120 223 -1 0
119 223 -1 0
118 223 -1 0
128 222 -1 0
127 222 -1 0
126 222 -1 0
125 222 -1 0
124 222 -1 0
123 222 -1 0
122 222 -1 0
121 222 -1 0
120 222 -1 0
119 222 -1 0
118 222 -1 0
117 222 -1 0
128 221 -1 0
127 221 -1 0
126 221 -1 0
125 221 -1 0
124 221 -1 0
123 221 -1 0
122 221 -1 0
121 221 -1 0
120 221 -1 0
119 221 -1 0
118 221 -1 0
117 221 -1 0
128 220 -1 0
127 220 -1 0
126 220 -1 0
125 220 -1 0
124 220 -1 0
123 220 -1 0
122 220 -1 0
121 220 -1 0
120 220 -1 0
119 220 -1 0
118 220 -1 0
117 220 -1 0
116 220 -1 0
127 219 -1 0
126 219 -1 0
125 219 -1 0
124 219 -1 0
123 219 -1 0
122 219 -1 0
121 219 -1 0
120 219 -1 0
119 219 -1 0
118 219 -1 0
117 219 -1 0
116 219 -1 0
126 218 -1 0
125 218 -1 0
124 218 -1 0
123 218 -1 0
122 218 -1 0
121 218 -1 0
120 218 -1 0
119 218 -1 0
118 218 -1 0
117 218 -1 0
116 218 -1 0
115 218 -1 0
125 217 -1 0
124 217 -1 0
123 217 -1 0
122 217 -1 0
121 217 -1 0
120 217 -1 0
119 217 -1 0
118 217 -1 0
117 217 -1 0
116 217 -1 0
115 217 -1 0
125 216 -1 0
124 216 -1 0
123 216 -1 0
122 216 -1 0
121 216 -1 0
120 216 -1 0
119 216 -1 0
118 216 -1 0
117 216 -1 0
116 216 -1 0
115 216 -1 0
124 215 -1 0
123 215 -1 0
122 215 -1 0
121 215 -1 0
120 215 -1 0
119 215 -1 0
118 215 -1 0
117 215 -1 0
116 215 -1 0
115 215 -1 0
114 215 -1 0
124 214 -1 0
123 214 -1 0
122 214 -1 0
121 214 -1 0
120 214 -1 0
119 214 -1 0
118 214 -1 0
117 214 -1 0
116 214 -1 0
115 214 -1 0
123 213 -1 0
122 213 -1 0
121 213 -1 0
120 213 -1 0
119 213 -1 0
118 213 -1 0
117 213 -1 0
116 213 -1 0
115 213 -1 0
124 212 -1 0
123 212 -1 0
122 212 -1 0
121 212 -1 0
120 212 -1 0
119 212 -1 0
118 212 -1 0
117 212 -1 0
116 212 -1 0
115 212 -1 0
114 212 -1 0
123 211 -1 0
122 211 -1 0
121 211 -1 0
120 211 -1 0
119 211 -1 0
118 211 -1 0
117 211 -1 0
116 211 -1 0
115 211 -1 0
123 210 -1 0
122 210 -1 0
121 210 -1 0
120 210 -1 0
119 210 -1 0
118 210 -1 0
117 210 -1 0
116 210 -1 0
115 210 -1 0
114 210 -1 0
113 210 -1 0
123 209 -1 0
122 209 -1 0
121 209 -1 0
120 209 -1 0
119 209 -1 0
118 209 -1 0
117 209 -1 0
116 209 -1 0
115 209 -1 0
114 209 -1 0
113 209 -1 0
112 209 -1 0
210 208 -1 1
207 208 -1 1
206 208 -1 1
205 208 -1 1
122 208 -1 0
121 208 -1 0
120 208 -1 0
119 208 -1 0
118 208 -1 0
117 208 -1 0
116 208 -1 0
115 208 -1 0
114 208 -1 0
113 208 -1 0
112 208 -1 0
213 207 -1 1
212 207 -1 1
211 207 -1 1
210 207 -1 1
209 207 -1 1
208 207 -1 1
207 207 -1 1
206 207 -1 1
205 207 -1 1
204 207 -1 1
203 207 -1 1
202 207 -1 1
120 207 -1 0
119 207 -1 0
118 207 -1 0
117 207 -1 0
116 207 -1 0
115 207 -1 0
114 207 -1 0
113 207 -1 0
112 207 -1 0
111 207 -1 0
214 206 -1 1
213 206 -1 1
212 206 -1 1
211 206 -1 1
210 206 -1 1
209 206 -1 1
208 206 -1 1
207 206 -1 1
206 206 -1 1
205 206 -1 1
204 206 -1 1
203 206 -1 1
202 206 -1 1
201 206 -1 1
121 206 -1 0
120 206 -1 0
119 206 -1 0
118 206 -1 0
117 206 -1 0
116 206 -1 0
115 206 -1 0
114 206 -1 0
113 206 -1 0
112 206 -1 0
111 206 -1 0
214 205 -1 1
213 205 -1 1
212 205 -1 1
211 205 -1 1
210 205 -1 1
209 205 -1 1
208 205 -1 1
207 205 -1 1
206 205 -1 1
205 205 -1 1
204 205 -1 1
203 205 -1 1
202 205 -1 1
201 205 -1 1
200 205 -1 1
120 205 -1 0
119 205 -1 0
118 205 -1 0
117 205 -1 0
116 205 -1 0
115 205 -1 0
114 205 -1 0
113 205 -1 0
112 205 -1 0
111 205 -1 0
214 204 -1 1
213 204 -1 1
212 204 -1 1
211 204 -1 1
210 204 -1 1
209 204 -1 1
208 204 -1 1
207 204 -1 1
206 204 -1 1
205 204 -1 1
204 204 -1 1
203 204 -1 1
202 204 -1 1
201 204 -1 1
200 204 -1 1
199 204 -1 1
198 204 -1 1
197 204 -1 1
120 204 -1 0
119 204 -1 0
118 204 -1 0
117 204 -1 0
116 204 -1 0
115 204 -1 0
114 204 -1 0
113 204 -1 0
112 204 -1 0
111 204 -1 0
110 204 -1 0
215 203 -1 1
214 203 -1 1
213 203 -1 1
212 203 -1 1
211 203 -1 1
210 203 -1 1
209 203 -1 1
208 203 -1 1
207 203 -1 1
206 203 -1 1
205 203 -1 1
204 203 -1 1
203 203 -1 1
202 203 -1 1
201 203 -1 1
200 203 -1 1
199 203 -1 1
198 203 -1 1
197 203 -1 1
196 203 -1 1
195 203 -1 1
120 203 -1 0
119 203 -1 0
118 203 -1 0
117 203 -1 0
116 203 -1 0
115 203 -1 0
114 203 -1 0
113 203 -1 0
112 203 -1 0
111 203 -1 0
110 203 -1 0
214 202 -1 1
213 202 -1 1
212 202 -1 1
211 202 -1 1
210 202 -1 1
209 202 -1 1
208 202 -1 1
207 202 -1 1
206 202 -1 1
205 202 -1 1
204 202 -1 1
203 202 -1 1
202 202 -1 1
201 202 -1 1
200 202 -1 1
199 202 -1 1
198 202 -1 1
197 202 -1 1
196 202 -1 1
195 202 -1 1
194 202 -1 1
193 202 -1 1
119 202 -1 0
118 202 -1 0
117 202 -1 0
116 202 -1 0
115 202 -1 0
114 202 -1 0
113 202 -1 0
112 202 -1 0
111 202 -1 0
110 202 -1 0
214 201 -1 1
213 201 -1 1
212 201 -1 1
211 201 -1 1
210 201 -1 1
209 201 -1 1
208 201 -1 1
207 201 -1 1
206 201 -1 1
205 201 -1 1
204 201 -1 1
203 201 -1 1
202 201 -1 1
201 201 -1 1
200 201 -1 1
199 201 -1 1
198 201 -1 1
197 201 -1 1
196 201 -1 1
195 201 -1 1
194 201 -1 1
193 201 -1 1
192 201 -1 1
119 201 -1 0
118 201 -1 0
117 201 -1 0
116 201 -1 0
115 201 -1 0
114 201 -1 0
113 201 -1 0
112 201 -1 0
111 201 -1 0
110 201 -1 0
214 200 -1 1
213 200 -1 1
212 200 -1 1
211 200 -1 1
210 200 -1 1
209 200 -1 1
208 200 -1 1
207 200 -1 1
206 200 -1 1
205 200 -1 1
204 200 -1 1
203 200 -1 1
202 200 -1 1
201 200 -1 1
200 200 -1 1
199 200 -1 1
198 200 -1 1
197 200 -1 1
196 200 -1 1
195 200 -1 1
194 200 -1 1
193 200 -1 1
192 200 -1 1
191 200 -1 1
190 200 -1 1
119 200 -1 0
118 200 -1 0
117 200 -1 0
116 200 -1 0
115 200 -1 0
114 200 -1 0
113 200 -1 0
112 200 -1 0
111 200 -1 0
110 200 -1 0
109 200 -1 0
213 199 -1 1
212 199 -1 1
211 199 -1 1
210 199 -1 1
209 199 -1 1
208 199 -1 1
207 199 -1 1
206 199 -1 1
205 199 -1 1
204 199 -1 1
203 199 -1 1
202 199 -1 1
201 199 -1 1
200 199 -1 1
199 199 -1 1
198 199 -1 1
197 199 -1 1
196 199 -1 1
195 199 -1 1
194 199 -1 1
193 199 -1 1
192 199 -1 1
191 199 -1 1
190 199 -1 1
189 199 -1 1
188 199 -1 1
118 199 -1 0
117 199 -1 0
116 199 -1 0
115 199 -1 0
114 199 -1 0
113 199 -1 0
112 199 -1 0
111 199 -1 0
110 199 -1 0
210 198 -1 1
208 198 -1 1
207 198 -1 1
206 198 -1 1
205 198 -1 1
204 198 -1 1
203 198 -1 1
202 198 -1 1
201 198 -1 1
200 198 -1 1
199 198 -1 1
198 198 -1 1
197 198 -1 1
196 198 -1 1
195 198 -1 1
194 198 -1 1
193 198 -1 1
192 198 -1 1
191 198 -1 1
190 198 -1 1
189 198 -1 1
188 198 -1 1
187 198 -1 1
118 198 -1 0
117 198 -1 0
116 198 -1 0
115 198 -1 0
114 198 -1 0
113 198 -1 0
112 198 -1 0
111 198 -1 0
110 198 -1 0
109 198 -1 0
207 197 -1 1
206 197 -1 1
205 197 -1 1
204 197 -1 1
203 197 -1 1
202 197 -1 1
201 197 -1 1
200 197 -1 1
199 197 -1 1
198 197 -1 1
197 197 -1 1
196 197 -1 1
195 197 -1 1
194 197 -1 1
193 197 -1 1
192 197 -1 1
191 197 -1 1
190 197 -1 1
189 197 -1 1
188 197 -1 1
187 197 -1 1
186 197 -1 1
185 197 -1 1
184 197 -1 1
118 197 -1 0
117 197 -1 0
116 197 -1 0
115 197 -1 0
114 197 -1 0
113 197 -1 0
112 197 -1 0
111 197 -1 0
110 197 -1 0
109 197 -1 0
205 196 -1 1
204 196 -1 1
203 196 -1 1
202 196 -1 1
201 196 -1 1
200 196 -1 1
199 196 -1 1
198 196 -1 1
197 196 -1 1
196 196 -1 1
195 196 -1 1
194 196 -1 1
193 196 -1 1
192 196 -1 1
191 196 -1 1
190 196 -1 1
189 196 -1 1
188 196 -1 1
187 196 -1 1
186 196 -1 1
185 196 -1 1
184 196 -1 1
183 196 -1 1
117 196 -1 0
116 196 -1 0
115 196 -1 0
114 196 -1 0
113 196 -1 0
112 196 -1 0
111 196 -1 0
110 196 -1 0
109 196 -1 0
202 195 -1 1
201 195 -1 1
200 195 -1 1
199 195 -1 1
198 195 -1 1
197 195 -1 1
196 195 -1 1
195 195 -1 1
194 195 -1 1
193 195 -1 1
192 195 -1 1
191 195 -1 1
190 195 -1 1
189 195 -1 1
188 195 -1 1
187 195 -1 1
186 195 -1 1
185 195 -1 1
184 195 -1 1
183 195 -1 1
118 195 -1 0
117 195 -1 0
116 195 -1 0
115 195 -1 0
114 195 -1 0
113 195 -1 0
112 195 -1 0
111 195 -1 0
110 195 -1 0
109 195 -1 0
108 195 -1 0
201 194 -1 1
200 194 -1 1
199 194 -1 1
198 194 -1 1
197 194 -1 1
196 194 -1 1
195 194 -1 1
194 194 -1 1
193 194 -1 1
192 194 -1 1
191 194 -1 1
190 194 -1 1
189 194 -1 1
188 194 -1 1
187 194 -1 1
186 194 -1 1
185 194 -1 1
184 194 -1 1
183 194 -1 1
182 194 -1 1
181 194 -1 1
117 194 -1 0
116 194 -1 0
115 194 -1 0
114 194 -1 0
113 194 -1 0
112 194 -1 0
111 194 -1 0
110 194 -1 0
109 194 -1 0
108 194 -1 0
199 193 -1 1
198 193 -1 1
197 193 -1 1
196 193 -1 1
195 193 -1 1
194 193 -1 1
193 193 -1 1
192 193 -1 1
191 193 -1 1
190 193 -1 1
189 193 -1 1
188 193 -1 1
187 193 -1 1
186 193 -1 1
185 193 -1 1
184 193 -1 1
183 193 -1 1
182 193 -1 1
181 193 -1 1
180 193 -1 1
118 193 -1 0
117 193 -1 0
116 193 -1 0
115 193 -1 0
114 193 -1 0
113 193 -1 0
112 193 -1 0
111 193 -1 0
110 193 -1 0
109 193 -1 0
108 193 -1 0
107 193 -1 0
197 192 -1 1
196 192 -1 1
195 192 -1 1
194 192 -1 1
193 192 -1 1
192 192 -1 1
191 192 -1 1
190 192 -1 1
189 192 -1 1
188 192 -1 1
187 192 -1 1
186 192 -1 1
185 192 -1 1
184 192 -1 1
183 192 -1 1
182 192 -1 1
181 192 -1 1
180 192 -1 1
179 192 -1 1
117 192 -1 0
116 192 -1 0
115 192 -1 0
114 192 -1 0
113 192 -1 0
112 192 -1 0
111 192 -1 0
110 192 -1 0
109 192 -1 0
108 192 -1 0
107 192 -1 0
195 191 -1 1
194 191 -1 1
193 191 -1 1
192 191 -1 1
191 191 -1 1
190 191 -1 1
189 191 -1 1
188 191 -1 1
187 191 -1 1
186 191 -1 1
185 191 -1 1
184 191 -1 1
183 191 -1 1
182 191 -1 1
181 191 -1 1
180 191 -1 1
179 191 -1 1
178 191 -1 1
117 191 -1 0
116 191 -1 0
115 191 -1 0
114 191 -1 0
113 191 -1 0
112 191 -1 0
111 191 -1 0
110 191 -1 0
109 191 -1 0
108 191 -1 0
107 191 -1 0
106 191 -1 0
194 190 -1 1
193 190 -1 1
192 190 -1 1
191 190 -1 1
190 190 -1 1
189 190 -1 1
188 190 -1 1
187 190 -1 1
186 190 -1 1
185 190 -1 1
184 190 -1 1
183 190 -1 1
182 190 -1 1
181 190 -1 1
180 190 -1 1
179 190 -1 1
178 190 -1 1
177 190 -1 1
176 190 -1 1
117 190 -1 0
116 190 -1 0
115 190 -1 0
114 190 -1 0
113 190 -1 0
112 190 -1 0
111 190 -1 0
110 190 -1 0
109 190 -1 0
108 190 -1 0
107 190 -1 0
106 190 -1 0
193 189 -1 1
192 189 -1 1
191 189 -1 1
190 189 -1 1
189 189 -1 1
188 189 -1 1
187 189 -1 1
186 189 -1 1
185 189 -1 1
184 189 -1 1
183 189 -1 1
182 189 -1 1
181 189 -1 1
180 189 -1 1
179 189 -1 1
178 189 -1 1
177 189 -1 1
176 189 -1 1
175 189 -1 1
174 189 -1 1
116 189 -1 0
115 189 -1 0
114 189 -1 0
113 189 -1 0
112 189 -1 0
111 189 -1 0
110 189 -1 0
109 189 -1 0
108 189 -1 0
107 189 -1 0
106 189 -1 0
190 188 -1 1
189 188 -1 1
188 188 -1 1
187 188 -1 1
186 188 -1 1
185 188 -1 1
184 188 -1 1
183 188 -1 1
182 188 -1 1
181 188 -1 1
180 188 -1 1
179 188 -1 1
178 188 -1 1
177 188 -1 1
176 188 -1 1
175 188 -1 1
174 188 -1 1
173 188 -1 1
115 188 -1 0
114 188 -1 0
113 188 -1 0
112 188 -1 0
111 188 -1 0
110 188 -1 0
109 188 -1 0
108 188 -1 0
107 188 -1 0
106 188 -1 0
105 188 -1 0
189 187 -1 1
188 187 -1 1
187 187 -1 1
186 187 -1 1
185 187 -1 1
184 187 -1 1
183 187 -1 1
182 187 -1 1
181 187 -1 1
180 187 -1 1
179 187 -1 1
178 187 -1 1
177 187 -1 1
176 187 -1 1
175 187 -1 1
174 187 -1 1
173 187 -1 1
172 187 -1 1
115 187 -1 0
114 187 -1 0
113 187 -1 0
112 187 -1 0
111 187 -1 0
110 187 -1 0
109 187 -1 0
108 187 -1 0
107 187 -1 0
106 187 -1 0
188 186 -1 1
187 186 -1 1
186 186 -1 1
185 186 -1 1
184 186 -1 1
183 186 -1 1
182 186 -1 1
181 186 -1 1
180 186 -1 1
179 186 -1 1
178 186 -1 1
177 186 -1 1
176 186 -1 1
175 186 -1 1
174 186 -1 1
173 186 -1 1
172 186 -1 1
171 186 -1 1
115 186 -1 0
114 186 -1 0
113 186 -1 0
112 186 -1 0
111 186 -1 0
110 186 -1 0
109 186 -1 0
108 186 -1 0
107 186 -1 0
106 186 -1 0
105 186 -1 0
186 185 -1 1
185 185 -1 1
184 185 -1 1
183 185 -1 1
182 185 -1 1
181 185 -1 1
180 185 -1 1
179 185 -1 1
178 185 -1 1
177 185 -1 1
176 185 -1 1
175 185 -1 1
174 185 -1 1
173 185 -1 1
172 185 -1 1
171 185 -1 1
170 185 -1 1
115 185 -1 0
114 185 -1 0
113 185 -1 0
112 185 -1 0
111 185 -1 0
110 185 -1 0
109 185 -1 0
108 185 -1 0
107 185 -1 0
106 185 -1 0
105 185 -1 0
185 184 -1 1
184 184 -1 1
183 184 -1 1
182 184 -1 1
181 184 -1 1
180 184 -1 1
179 184 -1 1
178 184 -1 1
177 184 -1 1
176 184 -1 1
175 184 -1 1
174 184 -1 1
173 184 -1 1
172 184 -1 1
171 184 -1 1
170 184 -1 1
169 184 -1 1
114 184 -1 0
113 184 -1 0
112 184 -1 0
111 184 -1 0
110 184 -1 0
109 184 -1 0
108 184 -1 0
107 184 -1 0
106 184 -1 0
105 184 -1 0
184 183 -1 1
183 183 -1 1
182 183 -1 1
181 183 -1 1
180 183 -1 1
179 183 -1 1
178 183 -1 1
177 183 -1 1
176 183 -1 1
175 183 -1 1
174 183 -1 1
173 183 -1 1
172 183 -1 1
171 183 -1 1
170 183 -1 1
169 183 -1 1
168 183 -1 1
114 183 -1 0
113 183 -1 0
112 183 -1 0
111 183 -1 0
110 183 -1 0
109 183 -1 0
108 183 -1 0
107 183 -1 0
106 183 -1 0
105 183 -1 0
104 183 -1 0
183 182 -1 1
182 182 -1 1
181 182 -1 1
180 182 -1 1
179 182 -1 1
178 182 -1 1
177 182 -1 1
176 182 -1 1
175 182 -1 1
174 182 -1 1
173 182 -1 1
172 182 -1 1
171 182 -1 1
170 182 -1 1
169 182 -1 1
168 182 -1 1
167 182 -1 1
114 182 -1 0
113 182 -1 0
112 182 -1 0
111 182 -1 0
110 182 -1 0
109 182 -1 0
108 182 -1 0
107 182 -1 0
106 182 -1 0
105 182 -1 0
181 181 -1 1
180 181 -1 1
179 181 -1 1
178 181 -1 1
177 181 -1 1
176 181 -1 1
175 181 -1 1
174 181 -1 1
173 181 -1 1
172 181 -1 1
171 181 -1 1
170 181 -1 1
169 181 -1 1
168 181 -1 1
167 181 -1 1
166 181 -1 1
113 181 -1 0
112 181 -1 0
111 181 -1 0
110 181 -1 0
109 181 -1 0
108 181 -1 0
107 181 -1 0
106 181 -1 0
105 181 -1 0
180 180 -1 1
179 180 -1 1
178 180 -1 1
177 180 -1 1
176 180 -1 1
175 180 -1 1
174 180 -1 1
173 180 -1 1
172 180 -1 1
171 180 -1 1
170 180 -1 1
169 180 -1 1
168 180 -1 1
167 180 -1 1
166 180 -1 1
113 180 -1 0
112 180 -1 0
111 180 -1 0
110 180 -1 0
109 180 -1 0
108 180 -1 0
107 180 -1 0
106 180 -1 0
105 180 -1 0
179 179 -1 1
178 179 -1 1
177 179 -1 1
176 179 -1 1
175 179 -1 1
174 179 -1 1
173 179 -1 1
172 179 -1 1
171 179 -1 1
170 179 -1 1
169 179 -1 1
168 179 -1 1
167 179 -1 1
166 179 -1 1
114 179 -1 0
113 179 -1 0
112 179 -1 0
111 179 -1 0
110 179 -1 0
109 179 -1 0
108 179 -1 0
107 179 -1 0
106 179 -1 0
105 179 -1 0
104 179 -1 0
177 178 -1 1
176 178 -1 1
175 178 -1 1
174 178 -1 1
173 178 -1 1
172 178 -1 1
171 178 -1 1
170 178 -1 1
169 178 -1 1
168 178 -1 1
167 178 -1 1
166 178 -1 1
165 178 -1 1
113 178 -1 0
112 178 -1 0
111 178 -1 0
110 178 -1 0
109 178 -1 0
108 178 -1 0
107 178 -1 0
106 178 -1 0
105 178 -1 0
177 177 -1 1
176 177 -1 1
175 177 -1 1
174 177 -1 1
173 177 -1 1
172 177 -1 1
171 177 -1 1
170 177 -1 1
169 177 -1 1
168 177 -1 1
167 177 -1 1
166 177 -1 1
165 177 -1 1
113 177 -1 0
112 177 -1 0
111 177 -1 0
110 177 -1 0
109 177 -1 0
108 177 -1 0
107 177 -1 0
106 177 -1 0
105 177 -1 0
176 176 -1 1
175 176 -1 1
174 176 -1 1
173 176 -1 1
172 176 -1 1
171 176 -1 1
170 176 -1 1
169 176 -1 1
168 176 -1 1
167 176 -1 1
166 176 -1 1
165 176 -1 1
164 176 -1 1
114 176 -1 0
113 176 -1 0
112 176 -1 0
111 176 -1 0
110 176 -1 0
109 176 -1 0
108 176 -1 0
107 176 -1 0
106 176 -1 0
105 176 -1 0
104 176 -1 0
174 175 -1 1
173 175 -1 1
172 175 -1 1
171 175 -1 1
170 175 -1 1
169 175 -1 1
168 175 -1 1
167 175 -1 1
166 175 -1 1
165 175 -1 1
164 175 -1 1
163 175 -1 1
113 175 -1 0
112 175 -1 0
111 175 -1 0
110 175 -1 0
109 175 -1 0
108 175 -1 0
107 175 -1 0
106 175 -1 0
105 175 -1 0
174 174 -1 1
173 174 -1 1
172 174 -1 1
171 174 -1 1
170 174 -1 1
169 174 -1 1
168 174 -1 1
167 174 -1 1
166 174 -1 1
165 174 -1 1
164 174 -1 1
163 174 -1 1
113 174 -1 0
112 174 -1 0
111 174 -1 0
110 174 -1 0
109 174 -1 0
108 174 -1 0
107 174 -1 0
106 174 -1 0
105 174 -1 0
173 173 -1 1
172 173 -1 1
171 173 -1 1
170 173 -1 1
169 173 -1 1
168 173 -1 1
167 173 -1 1
166 173 -1 1
165 173 -1 1
164 173 -1 1
163 173 -1 1
113 173 -1 0
112 173 -1 0
111 173 -1 0
110 173 -1 0
109 173 -1 0
108 173 -1 0
107 173 -1 0
106 173 -1 0
105 173 -1 0
173 172 -1 1
172 172 -1 1
171 172 -1 1
170 172 -1 1
169 172 -1 1
168 172 -1 1
167 172 -1 1
166 172 -1 1
165 172 -1 1
164 172 -1 1
163 172 -1 1
162 172 -1 1
114 172 -1 0
113 172 -1 0
112 172 -1 0
111 172 -1 0
110 172 -1 0
109 172 -1 0
108 172 -1 0
107 172 -1 0
106 172 -1 0
105 172 -1 0
104 172 -1 0
173 171 -1 1
172 171 -1 1
171 171 -1 1
170 171 -1 1
169 171 -1 1
168 171 -1 1
167 171 -1 1
166 171 -1 1
165 171 -1 1
164 171 -1 1
163 171 -1 1
113 171 -1 0
112 171 -1 0
111 171 -1 0
110 171 -1 0
109 171 -1 0
108 171 -1 0
107 171 -1 0
106 171 -1 0
105 171 -1 0
172 170 -1 1
171 170 -1 1
170 170 -1 1
169 170 -1 1
168 170 -1 1
167 170 -1 1
166 170 -1 1
165 170 -1 1
164 170 -1 1
163 170 -1 1
113 170 -1 0
112 170 -1 0
111 170 -1 0
110 170 -1 0
109 170 -1 0
