2091 408 341
200 224 -1 1
199 224 -1 1
203 223 -1 1
202 223 -1 1
201 223 -1 1
200 223 -1 1
199 223 -1 1
198 223 -1 1
197 223 -1 1
196 223 -1 1
204 222 -1 1
203 222 -1 1
202 222 -1 1
201 222 -1 1
200 222 -1 1
199 222 -1 1
198 222 -1 1
197 222 -1 1
196 222 -1 1
195 222 -1 1
204 221 -1 1
203 221 -1 1
202 221 -1 1
201 221 -1 1
200 221 -1 1
199 221 -1 1
198 221 -1 1
197 221 -1 1
196 221 -1 1
195 221 -1 1
194 221 -1 1
204 220 -1 1
203 220 -1 1
202 220 -1 1
201 220 -1 1
200 220 -1 1
199 220 -1 1
198 220 -1 1
197 220 -1 1
196 220 -1 1
195 220 -1 1
194 220 -1 1
107 220 -1 0
205 219 -1 1
204 219 -1 1
203 219 -1 1
202 219 -1 1
201 219 -1 1
200 219 -1 1
199 219 -1 1
198 219 -1 1
197 219 -1 1
196 219 -1 1
195 219 -1 1
194 219 -1 1
193 219 -1 1
110 219 -1 0
109 219 -1 0
108 219 -1 0
107 219 -1 0
106 219 -1 0
105 219 -1 0
104 219 -1 0
204 218 -1 1
203 218 -1 1
202 218 -1 1
201 218 -1 1
200 218 -1 1
199 218 -1 1
198 218 -1 1
197 218 -1 1
196 218 -1 1
195 218 -1 1
194 218 -1 1
193 218 -1 1
111 218 -1 0
110 218 -1 0
109 218 -1 0
108 218 -1 0
107 218 -1 0
106 218 -1 0
105 218 -1 0
104 218 -1 0
103 218 -1 0
266 217 -1 0
204 217 -1 1
203 217 -1 1
202 217 -1 1
201 217 -1 1
200 217 -1 1
199 217 -1 1
198 217 -1 1
197 217 -1 1
196 217 -1 1
195 217 -1 1
194 217 -1 1
193 217 -1 1
192 217 -1 1
111 217 -1 0
110 217 -1 0
109 217 -1 0
108 217 -1 0
107 217 -1 0
106 217 -1 0
105 217 -1 0
104 217 -1 0
103 217 -1 0
102 217 -1 0
269 216 -1 0
268 216 -1 0
267 216 -1 0
266 216 -1 0
265 216 -1 0
264 216 -1 0
263 216 -1 0
204 216 -1 1
203 216 -1 1
202 216 -1 1
201 216 -1 1
200 216 -1 1
199 216 -1 1
198 216 -1 1
197 216 -1 1
196 216 -1 1
195 216 -1 1
194 216 -1 1
193 216 -1 1
192 216 -1 1
111 216 -1 0
110 216 -1 0
109 216 -1 0
108 216 -1 0
107 216 -1 0
106 216 -1 0
105 216 -1 0
104 216 -1 0
103 216 -1 0
102 216 -1 0
270 215 -1 0
269 215 -1 0
268 215 -1 0
267 215 -1 0
266 215 -1 0
265 215 -1 0
264 215 -1 0
263 215 -1 0
262 215 -1 0
203 215 -1 1
202 215 -1 1
201 215 -1 1
200 215 -1 1
199 215 -1 1
198 215 -1 1
197 215 -1 1
196 215 -1 1
195 215 -1 1
194 215 -1 1
193 215 -1 1
192 215 -1 1
191 215 -1 1
190 215 -1 1
112 215 -1 0
111 215 -1 0
110 215 -1 0
109 215 -1 0
108 215 -1 0
107 215 -1 0
106 215 -1 0
105 215 -1 0
104 215 -1 0
103 215 -1 0
102 215 -1 0
270 214 -1 0
269 214 -1 0
268 214 -1 0
267 214 -1 0
266 214 -1 0
265 214 -1 0
264 214 -1 0
263 214 -1 0
262 214 -1 0
202 214 -1 1
201 214 -1 1
200 214 -1 1
199 214 -1 1
198 214 -1 1
197 214 -1 1
196 214 -1 1
195 214 -1 1
194 214 -1 1
193 214 -1 1
192 214 -1 1
191 214 -1 1
190 214 -1 1
189 214 -1 1
111 214 -1 0
110 214 -1 0
109 214 -1 0
108 214 -1 0
107 214 -1 0
106 214 -1 0
105 214 -1 0
104 214 -1 0
103 214 -1 0
102 214 -1 0
101 214 -1 0
270 213 -1 0
269 213 -1 0
268 213 -1 0
267 213 -1 0
266 213 -1 0
265 213 -1 0
264 213 -1 0
263 213 -1 0
262 213 -1 0
201 213 -1 1
200 213 -1 1
199 213 -1 1
198 213 -1 1
197 213 -1 1
196 213 -1 1
195 213 -1 1
194 213 -1 1
193 213 -1 1
192 213 -1 1
191 213 -1 1
190 213 -1 1
189 213 -1 1
111 213 -1 0
110 213 -1 0
109 213 -1 0
108 213 -1 0
107 213 -1 0
106 213 -1 0
105 213 -1 0
104 213 -1 0
103 213 -1 0
102 213 -1 0
101 213 -1 0
271 212 -1 0
270 212 -1 0
269 212 -1 0
268 212 -1 0
267 212 -1 0
266 212 -1 0
265 212 -1 0
264 212 -1 0
263 212 -1 0
262 212 -1 0
261 212 -1 0
201 212 -1 1
200 212 -1 1
199 212 -1 1
198 212 -1 1
197 212 -1 1
196 212 -1 1
195 212 -1 1
194 212 -1 1
193 212 -1 1
192 212 -1 1
191 212 -1 1
190 212 -1 1
189 212 -1 1
188 212 -1 1
111 212 -1 0
110 212 -1 0
109 212 -1 0
108 212 -1 0
107 212 -1 0
106 212 -1 0
105 212 -1 0
104 212 -1 0
103 212 -1 0
102 212 -1 0
101 212 -1 0
271 211 -1 0
270 211 -1 0
269 211 -1 0
268 211 -1 0
267 211 -1 0
266 211 -1 0
265 211 -1 0
264 211 -1 0
263 211 -1 0
262 211 -1 0
261 211 -1 0
200 211 -1 1
199 211 -1 1
198 211 -1 1
197 211 -1 1
196 211 -1 1
195 211 -1 1
194 211 -1 1
193 211 -1 1
192 211 -1 1
191 211 -1 1
190 211 -1 1
189 211 -1 1
188 211 -1 1
187 211 -1 1
110 211 -1 0
109 211 -1 0
108 211 -1 0
107 211 -1 0
106 211 -1 0
105 211 -1 0
104 211 -1 0
103 211 -1 0
102 211 -1 0
101 211 -1 0
100 211 -1 0
270 210 -1 0
269 210 -1 0
268 210 -1 0
267 210 -1 0
266 210 -1 0
265 210 -1 0
264 210 -1 0
263 210 -1 0
262 210 -1 0
199 210 -1 1
198 210 -1 1
197 210 -1 1
196 210 -1 1
195 210 -1 1
194 210 -1 1
193 210 -1 1
192 210 -1 1
