2597 408 341
138 252 -1 0
141 251 -1 0
140 251 -1 0
139 251 -1 0
138 251 -1 0
137 251 -1 0
136 251 -1 0
135 251 -1 0
142 250 -1 0
141 250 -1 0
140 250 -1 0
139 250 -1 0
138 250 -1 0
137 250 -1 0
136 250 -1 0
135 250 -1 0
134 250 -1 0
142 249 -1 0
141 249 -1 0
140 249 -1 0
139 249 -1 0
138 249 -1 0
137 249 -1 0
136 249 -1 0
135 249 -1 0
134 249 -1 0
142 248 -1 0
141 248 -1 0
140 248 -1 0
139 248 -1 0
138 248 -1 0
137 248 -1 0
136 248 -1 0
135 248 -1 0
134 248 -1 0
143 247 -1 0
142 247 -1 0
141 247 -1 0
140 247 -1 0
139 247 -1 0
138 247 -1 0
137 247 -1 0
136 247 -1 0
135 247 -1 0
134 247 -1 0
133 247 -1 0
143 246 -1 0
142 246 -1 0
141 246 -1 0
140 246 -1 0
139 246 -1 0
138 246 -1 0
137 246 -1 0
136 246 -1 0
135 246 -1 0
134 246 -1 0
133 246 -1 0
132 246 -1 0
143 245 -1 0
142 245 -1 0
141 245 -1 0
140 245 -1 0
139 245 -1 0
138 245 -1 0
137 245 -1 0
136 245 -1 0
135 245 -1 0
134 245 -1 0
133 245 -1 0
132 245 -1 0
131 245 -1 0
142 244 -1 0
141 244 -1 0
140 244 -1 0
139 244 -1 0
138 244 -1 0
137 244 -1 0
136 244 -1 0
135 244 -1 0
134 244 -1 0
133 244 -1 0
132 244 -1 0
131 244 -1 0
142 243 -1 0
141 243 -1 0
140 243 -1 0
139 243 -1 0
138 243 -1 0
137 243 -1 0
136 243 -1 0
135 243 -1 0
134 243 -1 0
133 243 -1 0
132 243 -1 0
131 243 -1 0
130 243 -1 0
142 242 -1 0
141 242 -1 0
140 242 -1 0
139 242 -1 0
138 242 -1 0
137 242 -1 0
136 242 -1 0
135 242 -1 0
134 242 -1 0
133 242 -1 0
132 242 -1 0
131 242 -1 0
130 242 -1 0
129 242 -1 0
141 241 -1 0
140 241 -1 0
139 241 -1 0
138 241 -1 0
137 241 -1 0
136 241 -1 0
135 241 -1 0
134 241 -1 0
133 241 -1 0
132 241 -1 0
131 241 -1 0
130 241 -1 0
129 241 -1 0
140 240 -1 0
139 240 -1 0
138 240 -1 0
137 240 -1 0
136 240 -1 0
135 240 -1 0
134 240 -1 0
133 240 -1 0
132 240 -1 0
131 240 -1 0
130 240 -1 0
129 240 -1 0
139 239 -1 0
138 239 -1 0
137 239 -1 0
136 239 -1 0
135 239 -1 0
134 239 -1 0
133 239 -1 0
132 239 -1 0
131 239 -1 0
130 239 -1 0
129 239 -1 0
128 239 -1 0
138 238 -1 0
137 238 -1 0
136 238 -1 0
135 238 -1 0
134 238 -1 0
133 238 -1 0
132 238 -1 0
131 238 -1 0
130 238 -1 0
129 238 -1 0
138 237 -1 0
137 237 -1 0
136 237 -1 0
135 237 -1 0
134 237 -1 0
133 237 -1 0
132 237 -1 0
131 237 -1 0
130 237 -1 0
129 237 -1 0
128 237 -1 0
137 236 -1 0
136 236 -1 0
135 236 -1 0
134 236 -1 0
133 236 -1 0
132 236 -1 0
131 236 -1 0
130 236 -1 0
129 236 -1 0
128 236 -1 0
138 235 -1 0
137 235 -1 0
136 235 -1 0
135 235 -1 0
134 235 -1 0
133 235 -1 0
132 235 -1 0
131 235 -1 0
130 235 -1 0
129 235 -1 0
128 235 -1 0
137 234 -1 0
136 234 -1 0
135 234 -1 0
134 234 -1 0
133 234 -1 0
132 234 -1 0
131 234 -1 0
130 234 -1 0
129 234 -1 0
128 234 -1 0
127 234 -1 0
137 233 -1 0
136 233 -1 0
135 233 -1 0
134 233 -1 0
133 233 -1 0
