2884 408 341
379 210 -1 0
382 209 -1 0
381 209 -1 0
380 209 -1 0
379 209 -1 0
378 209 -1 0
377 209 -1 0
376 209 -1 0
384 208 -1 0
383 208 -1 0
382 208 -1 0
381 208 -1 0
380 208 -1 0
379 208 -1 0
378 208 -1 0
377 208 -1 0
376 208 -1 0
375 208 -1 0
385 207 -1 0
384 207 -1 0
383 207 -1 0
382 207 -1 0
381 207 -1 0
380 207 -1 0
379 207 -1 0
378 207 -1 0
377 207 -1 0
376 207 -1 0
375 207 -1 0
387 206 -1 0
386 206 -1 0
385 206 -1 0
384 206 -1 0
383 206 -1 0
382 206 -1 0
381 206 -1 0
380 206 -1 0
379 206 -1 0
378 206 -1 0
377 206 -1 0
376 206 -1 0
375 206 -1 0
389 205 -1 0
388 205 -1 0
387 205 -1 0
386 205 -1 0
385 205 -1 0
384 205 -1 0
383 205 -1 0
382 205 -1 0
381 205 -1 0
380 205 -1 0
379 205 -1 0
378 205 -1 0
377 205 -1 0
376 205 -1 0
375 205 -1 0
374 205 -1 0
390 204 -1 0
389 204 -1 0
388 204 -1 0
387 204 -1 0
386 204 -1 0
385 204 -1 0
384 204 -1 0
383 204 -1 0
382 204 -1 0
381 204 -1 0
380 204 -1 0
379 204 -1 0
378 204 -1 0
377 204 -1 0
376 204 -1 0
375 204 -1 0
390 203 -1 0
389 203 -1 0
388 203 -1 0
387 203 -1 0
386 203 -1 0
385 203 -1 0
384 203 -1 0
383 203 -1 0
382 203 -1 0
381 203 -1 0
380 203 -1 0
379 203 -1 0
378 203 -1 0
377 203 -1 0
376 203 -1 0
375 203 -1 0
390 202 -1 0
389 202 -1 0
388 202 -1 0
387 202 -1 0
386 202 -1 0
385 202 -1 0
384 202 -1 0
383 202 -1 0
382 202 -1 0
381 202 -1 0
380 202 -1 0
379 202 -1 0
378 202 -1 0
377 202 -1 0
376 202 -1 0
375 202 -1 0
391 201 -1 0
390 201 -1 0
389 201 -1 0
388 201 -1 0
387 201 -1 0
386 201 -1 0
385 201 -1 0
384 201 -1 0
383 201 -1 0
382 201 -1 0
381 201 -1 0
380 201 -1 0
379 201 -1 0
378 201 -1 0
377 201 -1 0
376 201 -1 0
391 200 -1 0
390 200 -1 0
389 200 -1 0
388 200 -1 0
387 200 -1 0
386 200 -1 0
385 200 -1 0
384 200 -1 0
383 200 -1 0
382 200 -1 0
381 200 -1 0
380 200 -1 0
379 200 -1 0
378 200 -1 0
377 200 -1 0
392 199 -1 0
391 199 -1 0
390 199 -1 0
389 199 -1 0
388 199 -1 0
387 199 -1 0
386 199 -1 0
385 199 -1 0
384 199 -1 0
383 199 -1 0
382 199 -1 0
381 199 -1 0
380 199 -1 0
379 199 -1 0
378 199 -1 0
392 198 -1 0
391 198 -1 0
390 198 -1 0
389 198 -1 0
388 198 -1 0
387 198 -1 0
386 198 -1 0
385 198 -1 0
384 198 -1 0
383 198 -1 0
382 198 -1 0
381 198 -1 0
380 198 -1 0
379 198 -1 0
392 197 -1 0
391 197 -1 0
390 197 -1 0
389 197 -1 0
388 197 -1 0
387 197 -1 0
386 197 -1 0
385 197 -1 0
384 197 -1 0
383 197 -1 0
382 197 -1 0
393 196 -1 0
