3048 408 341
250 263 -1 0
247 263 -1 0
246 263 -1 0
245 263 -1 0
253 262 -1 0
252 262 -1 0
251 262 -1 0
250 262 -1 0
249 262 -1 0
248 262 -1 0
247 262 -1 0
246 262 -1 0
245 262 -1 0
244 262 -1 0
243 262 -1 0
242 262 -1 0
254 261 -1 0
253 261 -1 0
252 261 -1 0
251 261 -1 0
250 261 -1 0
249 261 -1 0
248 261 -1 0
247 261 -1 0
246 261 -1 0
245 261 -1 0
244 261 -1 0
243 261 -1 0
242 261 -1 0
241 261 -1 0
254 260 -1 0
253 260 -1 0
252 260 -1 0
251 260 -1 0
250 260 -1 0
249 260 -1 0
248 260 -1 0
247 260 -1 0
246 260 -1 0
245 260 -1 0
244 260 -1 0
243 260 -1 0
242 260 -1 0
241 260 -1 0
240 260 -1 0
254 259 -1 0
253 259 -1 0
252 259 -1 0
251 259 -1 0
250 259 -1 0
249 259 -1 0
248 259 -1 0
247 259 -1 0
246 259 -1 0
245 259 -1 0
244 259 -1 0
243 259 -1 0
242 259 -1 0
241 259 -1 0
240 259 -1 0
255 258 -1 0
254 258 -1 0
253 258 -1 0
252 258 -1 0
251 258 -1 0
250 258 -1 0
249 258 -1 0
248 258 -1 0
247 258 -1 0
246 258 -1 0
245 258 -1 0
244 258 -1 0
243 258 -1 0
242 258 -1 0
241 258 -1 0
240 258 -1 0
239 258 -1 0
254 257 -1 0
253 257 -1 0
252 257 -1 0
251 257 -1 0
250 257 -1 0
249 257 -1 0
248 257 -1 0
247 257 -1 0
246 257 -1 0
245 257 -1 0
244 257 -1 0
243 257 -1 0
242 257 -1 0
241 257 -1 0
240 257 -1 0
239 257 -1 0
238 257 -1 0
254 256 -1 0
253 256 -1 0
252 256 -1 0
251 256 -1 0
250 256 -1 0
249 256 -1 0
248 256 -1 0
247 256 -1 0
246 256 -1 0
245 256 -1 0
244 256 -1 0
243 256 -1 0
242 256 -1 0
241 256 -1 0
240 256 -1 0
239 256 -1 0
238 256 -1 0
254 255 -1 0
253 255 -1 0
252 255 -1 0
251 255 -1 0
250 255 -1 0
249 255 -1 0
248 255 -1 0
247 255 -1 0
246 255 -1 0
245 255 -1 0
244 255 -1 0
243 255 -1 0
242 255 -1 0
241 255 -1 0
240 255 -1 0
239 255 -1 0
238 255 -1 0
237 255 -1 0
253 254 -1 0
252 254 -1 0
251 254 -1 0
250 254 -1 0
249 254 -1 0
248 254 -1 0
247 254 -1 0
246 254 -1 0
245 254 -1 0
244 254 -1 0
243 254 -1 0
242 254 -1 0
241 254 -1 0
240 254 -1 0
239 254 -1 0
238 254 -1 0
237 254 -1 0
236 254 -1 0
250 253 -1 0
248 253 -1 0
247 253 -1 0
246 253 -1 0
245 253 -1 0
244 253 -1 0
243 253 -1 0
242 253 -1 0
241 253 -1 0
240 253 -1 0
239 253 -1 0
238 253 -1 0
237 253 -1 0
236 253 -1 0
235 253 -1 0
247 252 -1 0
246 252 -1 0
245 252 -1 0
244 252 -1 0
243 252 -1 0
242 252 -1 0
241 252 -1 0
240 252 -1 0
239 252 -1 0
238 252 -1 0
237 252 -1 0
236 252 -1 0
235 252 -1 0
247 251 -1 0
246 251 -1 0
245 251 -1 0
244 251 -1 0
243 251 -1 0
242 251 -1 0
241 251 -1 0
240 251 -1 0
239 251 -1 0
238 251 -1 0
237 251 -1 0
236 251 -1 0
235 251 -1 0
246 250 -1 0
245 250 -1 0
244 250 -1 0
243 250 -1 0
242 250 -1 0
241 250 -1 0
240 250 -1 0
239 250 -1 0
238 250 -1 0
237 250 -1 0
236 250 -1 0
235 250 -1 0
234 250 -1 0
245 249 -1 0
244 249 -1 0
243 249 -1 0
