2679 408 341
166 242 -1 0
162 242 -1 0
160 242 -1 0
158 242 -1 0
157 242 -1 0
169 241 -1 0
168 241 -1 0
167 241 -1 0
166 241 -1 0
165 241 -1 0
164 241 -1 0
163 241 -1 0
162 241 -1 0
161 241 -1 0
160 241 -1 0
159 241 -1 0
158 241 -1 0
157 241 -1 0
156 241 -1 0
155 241 -1 0
154 241 -1 0
170 240 -1 0
169 240 -1 0
168 240 -1 0
167 240 -1 0
166 240 -1 0
165 240 -1 0
164 240 -1 0
163 240 -1 0
162 240 -1 0
161 240 -1 0
160 240 -1 0
159 240 -1 0
158 240 -1 0
157 240 -1 0
156 240 -1 0
155 240 -1 0
154 240 -1 0
153 240 -1 0
170 239 -1 0
169 239 -1 0
168 239 -1 0
167 239 -1 0
166 239 -1 0
165 239 -1 0
164 239 -1 0
163 239 -1 0
162 239 -1 0
161 239 -1 0
160 239 -1 0
159 239 -1 0
158 239 -1 0
157 239 -1 0
156 239 -1 0
155 239 -1 0
154 239 -1 0
153 239 -1 0
152 239 -1 0
170 238 -1 0
169 238 -1 0
168 238 -1 0
167 238 -1 0
166 238 -1 0
165 238 -1 0
164 238 -1 0
163 238 -1 0
162 238 -1 0
161 238 -1 0
160 238 -1 0
159 238 -1 0
158 238 -1 0
157 238 -1 0
156 238 -1 0
155 238 -1 0
154 238 -1 0
153 238 -1 0
152 238 -1 0
151 238 -1 0
171 237 -1 0
170 237 -1 0
169 237 -1 0
168 237 -1 0
167 237 -1 0
166 237 -1 0
165 237 -1 0
164 237 -1 0
163 237 -1 0
162 237 -1 0
161 237 -1 0
160 237 -1 0
159 237 -1 0
158 237 -1 0
157 237 -1 0
156 237 -1 0
155 237 -1 0
154 237 -1 0
153 237 -1 0
152 237 -1 0
151 237 -1 0
150 237 -1 0
170 236 -1 0
169 236 -1 0
168 236 -1 0
167 236 -1 0
166 236 -1 0
165 236 -1 0
164 236 -1 0
163 236 -1 0
162 236 -1 0
161 236 -1 0
160 236 -1 0
159 236 -1 0
158 236 -1 0
157 236 -1 0
156 236 -1 0
155 236 -1 0
154 236 -1 0
153 236 -1 0
152 236 -1 0
151 236 -1 0
150 236 -1 0
149 236 -1 0
170 235 -1 0
169 235 -1 0
168 235 -1 0
167 235 -1 0
166 235 -1 0
165 235 -1 0
164 235 -1 0
163 235 -1 0
162 235 -1 0
161 235 -1 0
160 235 -1 0
159 235 -1 0
158 235 -1 0
157 235 -1 0
156 235 -1 0
155 235 -1 0
154 235 -1 0
153 235 -1 0
152 235 -1 0
151 235 -1 0
150 235 -1 0
149 235 -1 0
148 235 -1 0
147 235 -1 0
170 234 -1 0
169 234 -1 0
168 234 -1 0
167 234 -1 0
166 234 -1 0
165 234 -1 0
164 234 -1 0
163 234 -1 0
162 234 -1 0
161 234 -1 0
160 234 -1 0
159 234 -1 0
158 234 -1 0
157 234 -1 0
156 234 -1 0
155 234 -1 0
154 234 -1 0
153 234 -1 0
152 234 -1 0
151 234 -1 0
150 234 -1 0
149 234 -1 0
148 234 -1 0
147 234 -1 0
146 234 -1 0
169 233 -1 0
168 233 -1 0
167 233 -1 0
166 233 -1 0
165 233 -1 0
164 233 -1 0
163 233 -1 0
162 233 -1 0
161 233 -1 0
160 233 -1 0
159 233 -1 0
158 233 -1 0
157 233 -1 0
156 233 -1 0
155 233 -1 0
154 233 -1 0
153 233 -1 0
152 233 -1 0
151 233 -1 0
150 233 -1 0
149 233 -1 0
148 233 -1 0
147 233 -1 0
146 233 -1 0
145 233 -1 0
166 232 -1 0
162 232 -1 0
161 232 -1 0
160 232 -1 0
159 232 -1 0
158 232 -1 0
157 232 -1 0
156 232 -1 0
155 232 -1 0
154 232 -1 0
153 232 -1 0
152 232 -1 0
151 232 -1 0
150 232 -1 0
149 232 -1 0
148 232 -1 0
147 232 -1 0
146 232 -1 0
145 232 -1 0
144 232 -1 0
160 231 -1 0
159 231 -1 0
158 231 -1 0
157 231 -1 0
156 231 -1 0
155 231 -1 0
154 231 -1 0
153 231 -1 0
152 231 -1 0
151 231 -1 0
150 231 -1 0
149 231 -1 0
148 231 -1 0
147 231 -1 0
146 231 -1 0
145 231 -1 0
144 231 -1 0
143 231 -1 0
142 231 -1 0
141 231 -1 0
157 230 -1 0
156 230 -1 0
155 230 -1 0
154 230 -1 0
153 230 -1 0
152 230 -1 0
151 230 -1 0
150 230 -1 0
149 230 -1 0
148 230 -1 0
147 230 -1 0
146 230 -1 0
145 230 -1 0
144 230 -1 0
143 230 -1 0
142 230 -1 0
141 230 -1 0
140 230 -1 0
156 229 -1 0
155 229 -1 0
154 229 -1 0
153 229 -1 0
152 229 -1 0
151 229 -1 0
150 229 -1 0
149 229 -1 0
148 229 -1 0
147 229 -1 0
146 229 -1 0
145 229 -1 0
144 229 -1 0
143 229 -1 0
142 229 -1 0
141 229 -1 0
140 229 -1 0
139 229 -1 0
155 228 -1 0
154 228 -1 0
153 228 -1 0
152 228 -1 0
151 228 -1 0
150 228 -1 0
149 228 -1 0
148 228 -1 0
147 228 -1 0
146 228 -1 0
145 228 -1 0
144 228 -1 0
143 228 -1 0
142 228 -1 0
141 228 -1 0
140 228 -1 0
139 228 -1 0
138 228 -1 0
153 227 -1 0
152 227 -1 0
151 227 -1 0
150 227 -1 0
149 227 -1 0
148 227 -1 0
147 227 -1 0
146 227 -1 0
145 227 -1 0
144 227 -1 0
143 227 -1 0
142 227 -1 0
141 227 -1 0
140 227 -1 0
139 227 -1 0
138 227 -1 0
137 227 -1 0
152 226 -1 0
151 226 -1 0
150 226 -1 0
149 226 -1 0
148 226 -1 0
147 226 -1 0
146 226 -1 0
145 226 -1 0
144 226 -1 0
143 226 -1 0
142 226 -1 0
141 226 -1 0
140 226 -1 0
139 226 -1 0
138 226 -1 0
137 226 -1 0
136 226 -1 0
151 225 -1 0
150 225 -1 0
149 225 -1 0
148 225 -1 0
147 225 -1 0
146 225 -1 0
145 225 -1 0
144 225 -1 0
143 225 -1 0
142 225 -1 0
141 225 -1 0
140 225 -1 0
139 225 -1 0
138 225 -1 0
137 225 -1 0
136 225 -1 0
135 225 -1 0
150 224 -1 0
149 224 -1 0
148 224 -1 0
147 224 -1 0
146 224 -1 0
145 224 -1 0
144 224 -1 0
143 224 -1 0
142 224 -1 0
141 224 -1 0
140 224 -1 0
139 224 -1 0
138 224 -1 0
137 224 -1 0
136 224 -1 0
135 224 -1 0
134 224 -1 0
149 223 -1 0
148 223 -1 0
147 223 -1 0
146 223 -1 0
145 223 -1 0
144 223 -1 0
143 223 -1 0
142 223 -1 0
141 223 -1 0
140 223 -1 0
139 223 -1 0
138 223 -1 0
137 223 -1 0
136 223 -1 0
135 223 -1 0
134 223 -1 0
147 222 -1 0
146 222 -1 0
145 222 -1 0
144 222 -1 0
143 222 -1 0
142 222 -1 0
141 222 -1 0
140 222 -1 0
139 222 -1 0
138 222 -1 0
137 222 -1 0
136 222 -1 0
135 222 -1 0
134 222 -1 0
133 222 -1 0
146 221 -1 0
145 221 -1 0
144 221 -1 0
143 221 -1 0
142 221 -1 0
141 221 -1 0
140 221 -1 0
139 221 -1 0
138 221 -1 0
137 221 -1 0
136 221 -1 0
135 221 -1 0
134 221 -1 0
133 221 -1 0
132 221 -1 0
145 220 -1 0
144 220 -1 0
143 220 -1 0
142 220 -1 0
141 220 -1 0
140 220 -1 0
139 220 -1 0
138 220 -1 0
137 220 -1 0
136 220 -1 0
135 220 -1 0
134 220 -1 0
133 220 -1 0
132 220 -1 0
143 219 -1 0
142 219 -1 0
141 219 -1 0
140 219 -1 0
139 219 -1 0
138 219 -1 0
137 219 -1 0
136 219 -1 0
135 219 -1 0
134 219 -1 0
133 219 -1 0
132 219 -1 0
131 219 -1 0
130 219 -1 0
142 218 -1 0
141 218 -1 0
140 218 -1 0
139 218 -1 0
138 218 -1 0
137 218 -1 0
136 218 -1 0
135 218 -1 0
134 218 -1 0
133 218 -1 0
132 218 -1 0
131 218 -1 0
130 218 -1 0
129 218 -1 0
141 217 -1 0
140 217 -1 0
139 217 -1 0
138 217 -1 0
137 217 -1 0
136 217 -1 0
135 217 -1 0
134 217 -1 0
133 217 -1 0
132 217 -1 0
131 217 -1 0
130 217 -1 0
129 217 -1 0
128 217 -1 0
140 216 -1 0
139 216 -1 0
138 216 -1 0
137 216 -1 0
136 216 -1 0
135 216 -1 0
134 216 -1 0
133 216 -1 0
132 216 -1 0
131 216 -1 0
130 216 -1 0
129 216 -1 0
128 216 -1 0
127 216 -1 0
140 215 -1 0
139 215 -1 0
138 215 -1 0
137 215 -1 0
136 215 -1 0
135 215 -1 0
134 215 -1 0
133 215 -1 0
132 215 -1 0
131 215 -1 0
130 215 -1 0
129 215 -1 0
128 215 -1 0
127 215 -1 0
126 215 -1 0
139 214 -1 0
138 214 -1 0
137 214 -1 0
136 214 -1 0
135 214 -1 0
134 214 -1 0
133 214 -1 0
132 214 -1 0
131 214 -1 0
130 214 -1 0
129 214 -1 0
128 214 -1 0
127 214 -1 0
126 214 -1 0
125 214 -1 0
137 213 -1 0
136 213 -1 0
135 213 -1 0
134 213 -1 0
133 213 -1 0
132 213 -1 0
131 213 -1 0
130 213 -1 0
129 213 -1 0
128 213 -1 0
127 213 -1 0
126 213 -1 0
125 213 -1 0
137 212 -1 0
136 212 -1 0
135 212 -1 0
134 212 -1 0
133 212 -1 0
132 212 -1 0
131 212 -1 0
130 212 -1 0
129 212 -1 0
128 212 -1 0
127 212 -1 0
126 212 -1 0
125 212 -1 0
124 212 -1 0
136 211 -1 0
135 211 -1 0
134 211 -1 0
133 211 -1 0
132 211 -1 0
131 211 -1 0
130 211 -1 0
129 211 -1 0
128 211 -1 0
127 211 -1 0
126 211 -1 0
125 211 -1 0
124 211 -1 0
123 211 -1 0
135 210 -1 0
134 210 -1 0
133 210 -1 0
132 210 -1 0
131 210 -1 0
130 210 -1 0
129 210 -1 0
128 210 -1 0
127 210 -1 0
126 210 -1 0
125 210 -1 0
124 210 -1 0
123 210 -1 0
281 209 -1 0
134 209 -1 0
133 209 -1 0
132 209 -1 0
131 209 -1 0
130 209 -1 0
129 209 -1 0
128 209 -1 0
127 209 -1 0
126 209 -1 0
125 209 -1 0
124 209 -1 0
123 209 -1 0
284 208 -1 0
283 208 -1 0
282 208 -1 0
281 208 -1 0
280 208 -1 0
279 208 -1 0
278 208 -1 0
133 208 -1 0
132 208 -1 0
131 208 -1 0
130 208 -1 0
129 208 -1 0
128 208 -1 0
127 208 -1 0
126 208 -1 0
125 208 -1 0
124 208 -1 0
123 208 -1 0
122 208 -1 0
285 207 -1 0
284 207 -1 0
283 207 -1 0
282 207 -1 0
281 207 -1 0
280 207 -1 0
279 207 -1 0
278 207 -1 0
277 207 -1 0
132 207 -1 0
131 207 -1 0
130 207 -1 0
129 207 -1 0
128 207 -1 0
127 207 -1 0
126 207 -1 0
125 207 -1 0
124 207 -1 0
123 207 -1 0
122 207 -1 0
286 206 -1 0
285 206 -1 0
284 206 -1 0
283 206 -1 0
282 206 -1 0
281 206 -1 0
280 206 -1 0
279 206 -1 0
278 206 -1 0
277 206 -1 0
131 206 -1 0
130 206 -1 0
129 206 -1 0
128 206 -1 0
127 206 -1 0
126 206 -1 0
125 206 -1 0
124 206 -1 0
123 206 -1 0
122 206 -1 0
286 205 -1 0
285 205 -1 0
284 205 -1 0
283 205 -1 0
282 205 -1 0
281 205 -1 0
280 205 -1 0
279 205 -1 0
278 205 -1 0
277 205 -1 0
131 205 -1 0
130 205 -1 0
129 205 -1 0
128 205 -1 0
127 205 -1 0
126 205 -1 0
125 205 -1 0
124 205 -1 0
123 205 -1 0
122 205 -1 0
121 205 -1 0
287 204 -1 0
286 204 -1 0
285 204 -1 0
284 204 -1 0
283 204 -1 0
282 204 -1 0
281 204 -1 0
280 204 -1 0
279 204 -1 0
278 204 -1 0
277 204 -1 0
276 204 -1 0
130 204 -1 0
129 204 -1 0
128 204 -1 0
127 204 -1 0
126 204 -1 0
125 204 -1 0
124 204 -1 0
123 204 -1 0
122 204 -1 0
121 204 -1 0
288 203 -1 0
287 203 -1 0
286 203 -1 0
285 203 -1 0
284 203 -1 0
283 203 -1 0
282 203 -1 0
281 203 -1 0
280 203 -1 0
279 203 -1 0
278 203 -1 0
277 203 -1 0
130 203 -1 0
129 203 -1 0
128 203 -1 0
127 203 -1 0
126 203 -1 0
125 203 -1 0
124 203 -1 0
123 203 -1 0
122 203 -1 0
121 203 -1 0
289 202 -1 0
288 202 -1 0
287 202 -1 0
286 202 -1 0
285 202 -1 0
284 202 -1 0
283 202 -1 0
282 202 -1 0
281 202 -1 0
280 202 -1 0
279 202 -1 0
278 202 -1 0
277 202 -1 0
130 202 -1 0
129 202 -1 0
128 202 -1 0
127 202 -1 0
126 202 -1 0
125 202 -1 0
124 202 -1 0
123 202 -1 0
122 202 -1 0
121 202 -1 0
120 202 -1 0
289 201 -1 0
288 201 -1 0
287 201 -1 0
286 201 -1 0
285 201 -1 0
284 201 -1 0
283 201 -1 0
282 201 -1 0
281 201 -1 0
280 201 -1 0
279 201 -1 0
278 201 -1 0
277 201 -1 0
130 201 -1 0
129 201 -1 0
128 201 -1 0
127 201 -1 0
126 201 -1 0
125 201 -1 0
124 201 -1 0
123 201 -1 0
122 201 -1 0
121 201 -1 0
120 201 -1 0
289 200 -1 0
288 200 -1 0
287 200 -1 0
286 200 -1 0
285 200 -1 0
284 200 -1 0
283 200 -1 0
282 200 -1 0
281 200 -1 0
280 200 -1 0
279 200 -1 0
278 200 -1 0
129 200 -1 0
128 200 -1 0
127 200 -1 0
126 200 -1 0
125 200 -1 0
124 200 -1 0
123 200 -1 0
122 200 -1 0
121 200 -1 0
120 200 -1 0
290 199 -1 0
289 199 -1 0
288 199 -1 0
287 199 -1 0
286 199 -1 0
285 199 -1 0
284 199 -1 0
283 199 -1 0
282 199 -1 0
281 199 -1 0
280 199 -1 0
279 199 -1 0
278 199 -1 0
129 199 -1 0
128 199 -1 0
127 199 -1 0
126 199 -1 0
125 199 -1 0
124 199 -1 0
123 199 -1 0
122 199 -1 0
121 199 -1 0
120 199 -1 0
119 199 -1 0
291 198 -1 0
290 198 -1 0
289 198 -1 0
288 198 -1 0
287 198 -1 0
286 198 -1 0
285 198 -1 0
284 198 -1 0
283 198 -1 0
282 198 -1 0
281 198 -1 0
280 198 -1 0
279 198 -1 0
278 198 -1 0
129 198 -1 0
128 198 -1 0
127 198 -1 0
126 198 -1 0
125 198 -1 0
124 198 -1 0
123 198 -1 0
122 198 -1 0
121 198 -1 0
120 198 -1 0
292 197 -1 0
291 197 -1 0
290 197 -1 0
289 197 -1 0
288 197 -1 0
287 197 -1 0
286 197 -1 0
285 197 -1 0
284 197 -1 0
283 197 -1 0
282 197 -1 0
281 197 -1 0
280 197 -1 0
279 197 -1 0
128 197 -1 0
127 197 -1 0
